UniProt_ID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
P63159,-0.044739373,0.4485353,-0.09162581,0.12467248,0.296843,-0.15047324,-0.072099745,0.011259282,-0.07596856,-0.22272527,-2.3521595,0.079342164,0.69319355,0.104265526,-0.72802126,0.2904067,-0.07162083,-0.3575735,0.041867286,0.09733764,0.1851769,-0.016572304,0.8669493,1.7271271,0.076500714,0.13812493,-0.0066295085,0.084401265,0.10497784,-0.008087691,-0.35074964,0.094484076
P46527,-0.09039612,0.040406026,-0.065215215,0.1285046,0.2626234,-0.06571632,-0.04001713,0.009735406,-0.038021818,-0.17079885,-1.659942,0.64852697,0.6807698,0.18469246,-0.97830343,0.19589,-0.07307242,-0.20715171,-0.13864596,0.7745857,0.024337556,-0.018747574,1.9948887,0.65445054,0.074331366,0.06599492,0.004612765,0.050836425,-0.48631403,0.025052682,-0.17142789,0.36497957
Q8IZH2,-0.11902981,-0.1775917,-0.030391315,0.14114732,0.056094497,0.04036368,-0.02344193,0.020430367,0.0075900583,-0.11607246,-1.1628847,0.8696375,0.47323638,0.26424706,-1.438181,0.2871047,-0.07355197,0.57187897,0.041320786,0.7886428,0.10008806,0.050731756,2.1802623,-0.14674577,0.06334574,0.29807192,0.00018649548,-0.03312359,-0.74698734,0.048942503,-0.04737623,0.48183036
P54279,0.012284166,0.31958428,-0.025617559,0.026645461,0.09808706,-0.057756096,-0.023383323,0.0032392638,-0.023687487,0.05393648,-0.29157227,0.031597733,0.18760689,0.030248892,-0.05863431,0.07094294,-0.014844578,-0.42303765,-0.14746036,0.13516134,0.15301788,-0.044927124,-0.13640845,0.48837355,0.010998217,-0.16756578,0.009697684,0.007710386,0.35285148,-0.0040697046,0.0025385246,0.11368561
P07288,-0.123961575,-0.0676326,-0.043953966,0.15632352,0.6494929,0.122581676,-0.014946549,0.01953803,-0.0028169008,-0.08169063,-1.3050102,0.8244562,0.82328844,0.23246655,-1.1556313,-0.06508421,-0.07335854,0.11927648,-0.055763464,1.5889814,0.08067147,0.01421389,1.1073877,-0.72349626,0.07753024,0.014486407,0.01438926,0.018771483,-0.83128685,0.044778563,-0.119632125,0.42409515
P13686,-0.0755708,0.33494538,-0.050865356,0.13890901,0.40893072,-0.051755004,-0.051408898,0.0053531528,-0.016476752,0.33839533,-2.158516,-0.58560574,1.3729862,-0.1514736,-0.7544526,0.4400048,-0.07246425,-1.0077764,-0.5091952,1.4552794,-0.9439279,-0.06698286,0.5219658,0.39253142,0.04324211,-0.08181201,0.027023792,0.062191542,-0.1988491,0.018016163,-0.040338315,-0.02039932
O94316,-0.07472971,-1.0546198,-0.09073469,0.12540507,0.4139769,-0.3598624,-0.07073362,0.015819643,-0.06940033,-0.93103397,-1.812405,0.41379905,1.5746021,0.2832206,-0.59167564,-0.50287205,-0.07955088,-0.4703022,-0.3028842,-1.2011425,-0.110709846,-0.06405224,2.7804332,0.9555958,0.08035748,0.5879462,-0.00020803772,0.119345084,-0.6606805,-0.012832272,0.03526268,0.44150478
Q12309,0.023769323,0.3661237,-0.16028295,0.0914991,0.33876747,-0.41289446,-0.16060281,-0.011405676,-0.1695433,-0.5672583,-3.206596,0.007042095,1.2434964,0.08162911,0.23558304,0.826006,-0.08223474,-1.3664988,-0.40313235,-1.4573151,-0.09569718,-0.051483855,1.7917808,4.056259,0.08938135,0.12176348,-0.008473034,0.12902287,1.4313288,-0.052311562,-0.59506005,-0.039551027
P23872,-0.02238201,0.037350886,-0.04561679,0.08651482,0.5780536,-0.15416794,-0.043224744,0.010222036,-0.033182707,0.24890196,-1.1588994,0.1953465,0.48575893,0.1265672,-0.2947324,-0.3350794,-0.038974527,-0.76762915,-0.40169805,0.2331138,-0.2728164,-0.03400238,0.35508043,0.41167155,0.032934226,0.18741332,0.0132399155,0.043623358,0.21968508,-0.008862716,-0.040602762,0.18114911
P02686,-0.091178566,-0.43696395,-0.059824485,0.15190704,0.31015208,0.10804192,-0.06556342,0.009534681,-0.028250301,0.060533732,-1.7294403,0.62058043,0.84701765,0.1885495,-0.61280763,0.2516079,-0.07758602,-0.028421164,0.05072726,0.121217236,0.2570704,0.042666912,2.0080638,0.5777996,0.07474844,-0.30508783,-0.00017498099,-0.028183663,0.036204718,0.03883613,-0.06480889,0.20261398
P02747,0.009272125,0.72834694,-0.0953784,0.09627486,0.8854921,-0.21574852,-0.117201775,-0.0067335027,-0.0890768,-0.0811854,-2.4720397,0.20492984,1.2588899,-0.04301104,-0.64007103,0.7224876,-0.06541349,-1.2746518,-0.87967604,-0.16976315,-1.1231494,-0.059410688,0.9816982,1.4917254,0.040717002,0.3037315,0.023815686,0.057917237,1.6021304,-0.028329855,-0.7262011,0.1515052
Q15428,-0.068964526,0.10953845,-0.0956573,0.12335472,0.79475087,-0.3203972,-0.06621481,0.004737334,-0.07641113,-1.0266463,-2.3400671,0.5076987,1.4124912,0.15091777,-0.81353873,0.07467933,-0.075653955,-0.60445964,-0.18184426,0.45071822,0.3567396,-0.09100003,1.2067446,1.1895933,0.08819448,0.10647057,0.0032103707,0.10590323,-0.599389,0.0032903517,-0.35194296,0.5237655
O95429,-0.12786284,0.29286343,-0.037048984,0.17388906,0.22504005,0.08797154,-0.042705912,0.016675172,0.0070538362,0.31711757,-2.097076,0.36076283,0.9177828,0.031814117,-1.582449,0.26058882,-0.08497292,-0.09590581,-0.08036466,1.299885,-0.25225967,0.031716812,1.861333,0.17037323,0.059340343,0.24980676,0.013282827,-0.0047769584,-0.7488969,0.05083286,-0.043012798,0.28672796
P0AFW0,-0.117136255,0.3018555,-0.050195545,0.20184287,-0.43625754,0.12246113,-0.036851227,0.02243124,-0.0070684347,1.3843713,-2.3533936,-0.44102883,0.19085467,-0.17763561,-1.4488331,0.042845547,-0.08937045,-0.108989775,0.030768856,0.4407966,-0.87687004,0.008242553,2.2556918,0.49495253,0.05735663,0.37159798,-0.0004081023,0.09748976,-0.17539448,0.023681488,0.15321541,-0.21099424
P06821,-0.07909197,0.16687365,-0.06978326,0.141399,0.25194573,-0.10794473,-0.06949032,0.0010178251,-0.04650859,1.0032575,-2.35754,0.23418653,0.7976578,0.27581045,-1.8159951,-0.16879727,-0.075556055,-0.8632884,-0.36836073,0.809242,-0.41703233,0.006021233,2.642643,1.7863189,0.051758915,0.58985955,0.011988501,0.07292661,0.107247256,0.012758779,-0.29147854,0.23047926
P13721,-0.16514127,-0.07532573,-0.029714793,0.19864118,-0.30729574,-1.3311704e-06,-0.009361823,0.021091009,0.024608398,0.87878704,-1.91395,0.48883072,0.5412639,0.411666,-2.139959,-0.3268196,-0.093180515,0.8002798,0.5242954,1.050933,0.309735,0.017584397,2.0759296,-0.48939928,0.08247802,-0.0410926,-0.0040199123,-0.010540376,-0.76273423,0.070113905,-0.28098944,0.10004153
P10645,-0.044427745,0.49774724,-0.1281002,0.11218265,0.7274661,0.09822248,-0.14632565,-0.008154629,-0.1138657,-0.38074455,-2.4945002,-0.1255472,2.4446685,-0.26485085,0.9235966,0.4978559,-0.09087845,-2.4615588,-0.9286647,0.907563,-0.5754429,-0.011519503,1.9367785,2.995641,0.07340452,-0.14072984,0.05587482,0.106771484,-0.21626377,-0.0073826117,0.12860638,0.077533066
P60411,-0.15302208,-0.9456132,-0.036630344,0.15252466,-0.8517931,-0.24837497,-0.006191046,0.0010540106,0.0038650616,0.2730545,-0.8180504,0.6792378,0.05303047,0.41454977,-1.3200275,0.08923131,-0.08205828,1.1877757,0.3849877,-0.08424105,0.34141424,-0.023652792,3.7408192,0.3139727,0.08563638,-0.028124452,-0.029575652,-0.01371013,-0.9891706,0.07327885,0.12596977,0.38146567
O94913,-0.15098357,0.18090403,-0.07808837,0.16832957,0.043702006,-0.052803367,-0.038633864,0.01483163,-0.032424495,0.1345633,-2.490497,0.5799196,1.6889503,0.23713148,-2.1311092,-0.050781444,-0.107264824,-0.5903099,-0.3077507,1.3334966,-0.6069091,-0.0557039,3.3192682,0.30130726,0.087388776,0.4954991,0.030177535,0.13328284,-0.98039055,0.03247108,-0.3486204,0.2801709
P16333,-0.08440478,-0.24361058,-0.06545226,0.12468188,-0.108506545,-0.18127312,-0.047102775,-0.0015949603,-0.04167648,-0.23300932,-1.5915425,0.28669944,0.58479273,0.11250272,-1.1081494,0.5955993,-0.07148512,0.24651115,-0.01183985,-0.025031874,-0.031274505,-0.031996444,2.3496516,1.1574354,0.06932961,0.22175734,-0.016642317,0.040679187,-0.289113,0.028149877,-0.06259555,0.337325
A8I4E9,0.07940987,0.3463191,-0.15602534,0.08508471,1.413294,-0.4868331,-0.16924553,0.0074589625,-0.17608981,-1.5080317,-3.74749,0.9250021,0.5100926,0.21895225,-0.700061,1.2388202,-0.068907745,-0.9704619,-0.78384525,-2.2762797,-0.6224037,0.0021989446,1.7865251,3.3952687,0.07442242,0.75122124,-0.029373294,0.08346366,2.4478116,-0.09135931,-1.2111298,0.4216759
Q92890,-0.1180035,0.51802397,-0.037435494,0.14507666,0.16574451,0.011783892,-0.0021744582,0.020321578,0.00028820784,0.53545606,-1.3651574,0.71789753,0.20156439,0.2721431,-1.5793909,-0.06702836,-0.06993182,0.17007205,-0.013785338,1.8308023,-0.08310945,0.008418544,1.1192195,-0.35026285,0.06737538,0.28770757,0.011615046,0.037707962,-0.68560624,0.038772315,-0.2472445,0.29835287
P0DTD2,-0.036233913,0.08431083,-0.08383585,0.09628799,0.7772889,-0.21278918,-0.07209201,-0.006600322,-0.06950822,-1.2752205,-1.6228223,-0.19957829,1.2847455,-0.21651435,0.38096356,0.69658154,-0.059394263,-0.76417446,-0.5831659,0.18432063,-0.67830014,-0.06497731,0.713398,1.3747054,0.06304365,0.090923004,0.0036402494,0.06126407,-0.6098766,-0.00037280843,0.07268716,0.2756035
O62479,-0.09008513,-0.15673256,-0.031368036,0.11796485,-0.0043551177,0.016312167,-0.011176717,0.012386165,-0.0026636969,0.15704516,-0.77847874,0.4548459,0.089508004,0.17865618,-0.5005715,-0.013093114,-0.05374196,0.27326566,0.11134896,0.65752804,0.18294898,0.023013704,1.2134442,0.099328786,0.059534524,-0.05443701,-0.0050838557,-0.011582958,-0.7291129,0.039465435,0.17585987,0.19082093
P47017,-0.028738812,-0.07774214,-0.10575649,0.1080845,0.8319044,-0.19405068,-0.102444194,-0.0003852155,-0.096042275,-1.2052143,-2.459531,0.024077347,1.5601567,0.0541102,-0.20889701,0.36954764,-0.06896471,-0.76924324,-0.18457174,-0.47588804,0.19344132,-0.019586245,1.1115646,2.2923424,0.07783661,0.10809836,-0.0057884343,0.06288888,-0.22372793,-0.011027974,-0.21508618,0.24753624
P00812,-0.046108544,-0.122174114,-0.11338866,0.14979932,0.5768574,-0.1102676,-0.121893585,0.0031054246,-0.091991305,-0.39191294,-2.9721718,-0.2948682,1.7067372,0.18169355,-0.06628254,0.17829688,-0.090241395,-0.7951453,-0.073122494,-0.6883755,-0.2049048,0.022270314,1.2107209,2.2796447,0.09065977,-0.19391768,-0.0007111775,0.03217197,0.31033432,-0.0046338513,-0.40145278,-0.27081764
Q28399,-0.09206032,0.22077593,-0.05914303,0.16216904,0.52606565,0.043752596,-0.06065619,0.007917813,-0.027483951,0.07821357,-2.1532605,0.31664705,0.6055027,0.11684984,-1.2496645,0.41377956,-0.0761323,0.022082616,-0.06215478,0.7851883,-0.22440581,0.06410154,1.4537624,1.032231,0.06824143,0.2864727,-0.0060288673,-0.014708513,-0.30502504,0.034119576,-0.2061111,0.2218945
P36969,-0.14266527,-0.25735655,-0.035560776,0.18879405,0.4588707,0.022807296,-0.026764631,0.0047192625,0.010433084,0.35627747,-1.4777938,0.4646986,0.46786565,0.13352978,-1.0805504,0.21279764,-0.07841997,0.40803033,-0.03933556,1.3938398,-0.2203799,0.03471197,1.4524612,-0.19620828,0.07576228,0.052983224,-0.005498455,-0.036849134,-0.83313906,0.0685509,0.09255512,0.35151702
P09041,-0.16088657,-0.52995235,-0.038328886,0.21541035,-0.5051701,0.121517174,-0.0131475,0.020996697,0.016173905,0.78860325,-1.8731537,-0.060314376,0.19196844,0.098777115,-1.990009,0.5649403,-0.09696034,1.1116182,0.33547235,0.5002228,-0.516126,0.043694887,2.6361,-0.2083422,0.079032764,0.3092303,-0.024814114,0.025088543,-0.5155882,0.057219658,0.111042984,0.025420884
O09061,-0.20271416,-0.65984744,-0.07323146,0.20553188,-0.7147031,0.15005834,-0.00039242455,0.017541977,-0.019894369,0.66146827,-1.8619609,0.8903752,0.5590074,0.6856803,-2.2567532,-0.5548422,-0.109991044,1.0944375,0.92239094,0.68720865,0.9135623,0.054718044,4.0314846,0.53760445,0.13246022,-0.06015663,-0.021066474,0.065135546,-1.449522,0.07551956,-0.22028475,0.038648367
A2ABV5,-0.085907094,0.6275015,-0.061639175,0.0946833,0.14309907,0.21213663,0.018761557,0.02475987,-0.036533408,0.28473204,-1.154238,0.87411726,0.41513705,0.39535758,-1.3942502,-0.49433842,-0.056249823,-0.2751818,0.22755891,1.8107634,0.54486483,-0.021538503,0.9094081,-0.21628489,0.07926783,-0.11458014,0.021970812,0.13172898,-0.6764065,0.012306973,-0.41621754,0.08602362
O55164,-0.047901705,0.2700088,-0.10319383,0.114035696,0.5679709,-0.12520456,-0.09326019,-0.021969255,-0.0944747,-0.58757925,-1.7072451,0.47386393,0.37660003,-0.2102084,1.1154803,1.3320229,-0.06497527,-0.6807382,-0.2925709,0.81746495,0.3830659,-0.020436164,0.73174334,2.3835366,0.093417004,-0.6227916,-0.012672423,0.011018284,0.025568843,0.02902225,0.18936506,0.35012916
Q8IXK0,-0.08821894,0.8824134,-0.06257882,0.13728294,0.98186433,-0.034558497,-0.05199817,0.010586938,-0.028349468,0.31981152,-2.6288037,0.21871877,1.6640323,0.1486009,-1.1702982,-0.15710214,-0.07643865,-1.5755274,-0.5338544,2.5961003,-0.37739515,-0.04720056,0.21878648,0.42245108,0.060294937,-0.08568485,0.04862816,0.06923912,-0.535326,0.020270744,-0.44117808,0.15010495
P04049,-0.12789789,-0.71842563,-0.04678046,0.14453116,-0.20236976,-0.11375281,-0.014331922,0.0025291638,-0.009274315,0.122986555,-1.1317327,0.45801088,0.6718432,0.3770449,-1.6517141,0.052645933,-0.07674608,0.67907166,0.14537859,0.39628494,0.03198999,-0.0281619,2.8494234,0.14801747,0.07595046,0.11024764,-0.01214864,0.026159883,-0.6771218,0.051605485,-0.116068654,0.35819662
P14859,-0.08205557,0.34918776,-0.08998046,0.13277997,0.50789046,-0.14521633,-0.07859192,0.0045156986,-0.06362688,-0.25852758,-2.1347864,0.3372302,1.474495,-0.041956287,-0.6122338,0.28613052,-0.08761034,-1.1912227,-0.793695,0.86420894,-0.964845,-0.055845603,2.3518398,1.1450944,0.06881853,0.4343586,0.03243838,0.11039134,-0.41440937,0.003940328,-0.14915751,0.34853956
P21187,-0.020249313,0.37844402,-0.096370056,0.119259,0.78773415,-0.37541974,-0.10982542,0.0011658694,-0.086330965,0.6831223,-3.053853,-0.04619041,0.93152696,0.48133898,-0.10120466,-0.54618,-0.06768113,-1.7133572,-0.34234256,0.5245793,-0.004791558,0.014620449,0.3019602,2.7943602,0.06960012,-0.11229968,0.010911038,0.02609149,0.45873898,-0.01575952,-0.521745,-0.23443756
O94760,-0.039383054,0.0041208216,-0.090066314,0.112836935,0.46437988,-0.29601434,-0.090177566,0.0015684735,-0.07695183,-0.07031899,-2.4099965,-0.13737583,1.2378389,0.3371633,0.030591646,-0.45948145,-0.06589636,-0.9954963,0.11243406,0.060025137,0.7472319,-0.019413276,0.41879997,2.3651288,0.07801949,-0.34768704,0.0005381393,0.036276136,-0.22946872,0.0010238426,-0.2280355,-0.062403243
P17256,-0.082842335,-0.09605856,-0.047266476,0.1234585,0.4907242,-0.018169444,-0.046842426,0.0045412434,-0.01665527,-0.37635928,-1.423084,0.27416727,1.0524108,0.058879644,-0.7998958,0.48786294,-0.06690769,-0.21386781,-0.39473698,0.7277725,-0.6204141,0.0046350174,1.5022943,0.30674386,0.05365374,0.20518334,0.010117764,-0.007425316,-0.48506838,0.031018343,-0.04734751,0.2959441
P09546,-0.07766846,0.2141958,-0.068965346,0.1592104,0.20188041,-0.010468554,-0.064026415,0.011509276,-0.037770275,0.53900284,-2.2358518,-0.24057277,0.860213,-0.0923287,-0.9930067,0.36478212,-0.081530385,-0.5869339,-0.3872631,0.5348792,-0.937679,-0.019457007,1.632702,0.8051451,0.05611982,0.322692,0.0115991905,0.08586515,0.17247956,0.006220408,-0.08388839,0.017673621
P14738,0.028882079,1.2855598,-0.16993493,0.083832875,0.39181006,-0.08759868,-0.19301997,-0.032651544,-0.1890558,0.8360833,-3.3535833,-0.055467155,1.1670189,-0.028338283,1.6365939,0.25495023,-0.07105441,-2.8779976,-0.18992393,0.340066,1.2133578,0.017583944,0.80884767,6.041999,0.091856495,-0.8574841,0.020339854,0.08985581,1.1660362,-0.022307884,-0.1978559,-0.33466995
P31725,-0.09348277,-0.29755977,-0.08327825,0.13513908,1.3326975,-0.17624739,-0.08540072,0.021783061,-0.049063414,-1.6152372,-1.8955601,0.9005877,2.31959,-0.26262137,-0.8559754,0.81497633,-0.0992963,-1.5583045,-1.8370354,1.028209,-2.161148,-0.09780754,3.6239796,-0.337315,0.051779106,1.1387461,0.060625415,0.14750965,-0.7354803,-0.015623631,0.023807585,1.1576242
O14011,-0.058766294,-0.7516219,-0.112226866,0.12706389,0.22160815,-0.22489302,-0.10084771,0.017420571,-0.09554467,-0.77625775,-2.3205674,0.15086807,1.8108317,0.23612516,-0.5125945,-0.6301966,-0.08695012,-0.75820583,-0.19126444,-1.9077879,-0.211878,-0.010907814,3.1961248,1.9841329,0.08275066,0.77094394,0.0022043074,0.13596301,-0.48689306,-0.028367413,-0.019780198,0.10253117
P21327,-0.13829958,-0.18750888,-0.0130577255,0.1714763,0.34007296,0.084690265,-0.022116298,0.012756986,0.039266415,0.04448703,-1.6480393,0.38903657,1.449975,0.07729074,-2.046187,0.30632967,-0.08001322,0.449661,0.049859628,1.158692,-0.10508171,-0.028576575,1.4283377,-1.3354304,0.050435722,-0.06487104,0.015369123,-0.039815065,-0.5019659,0.069681875,-0.18013746,0.41346443
O61722,-0.076753095,-0.73856014,-0.057686195,0.1154995,-0.57541996,0.17767012,-0.034501426,0.019955631,-0.037450075,-0.12199816,-1.0743327,0.4244411,-0.015784184,0.27298957,-1.1122551,0.24579784,-0.06347765,0.8495944,0.5188235,-1.0680946,0.54966843,0.10016933,3.238665,1.4791132,0.06908001,0.32783353,-0.03383872,0.018247142,-0.4393039,0.019010149,0.18711634,0.13171168
P62993,-0.08004874,-0.11052214,-0.07616633,0.13277467,0.66433316,-0.047447532,-0.06063856,0.012559304,-0.047123194,-0.4834835,-2.0089316,0.28343797,1.4877238,0.23088562,-0.58716875,-0.14101532,-0.0765135,-0.59630585,-0.19269462,0.47463748,-0.15804063,-0.002386123,1.2056918,0.68586916,0.07830583,0.039666675,0.014763641,0.045037463,-0.5854926,0.013008283,-0.22385998,0.11287528
Q3HL75,-0.07534535,0.053217776,-0.066588864,0.15868798,0.77210844,-0.20427784,-0.059372872,0.0069064787,-0.03752427,0.8221281,-2.0410652,0.24982043,0.72213787,0.18075217,-0.8941795,-0.20694478,-0.07411595,-0.88320655,-0.6298642,1.1487842,-0.7922525,-0.052195996,1.1090299,0.33555076,0.059544884,0.18725093,0.019976849,0.074868545,0.40192047,0.0067299465,-0.29601824,0.2590675
O75400,-0.10619159,0.5333225,-0.09960057,0.16293105,0.9874268,-0.018875986,-0.048661817,0.041900314,-0.061752252,0.6230855,-3.223973,0.9637624,2.1734834,0.72309136,-2.550902,-1.735745,-0.10133353,-1.6106621,-0.29189503,1.59516,-0.052774847,-0.057621635,1.8981061,-0.13996297,0.09073073,0.43661517,0.064025454,0.21298118,-0.24264848,-0.021930084,-1.0953985,0.14064218
P68105,-0.045049623,-0.07576713,-0.07711436,0.10547103,0.1295083,-0.1334469,-0.07251126,0.006999846,-0.058848135,-0.5189916,-1.5055547,0.10927439,1.027381,-0.099077836,-0.09988047,0.23968278,-0.07039287,-0.6329716,-0.57247615,-0.8355887,-1.0399578,-0.04259916,2.523181,0.9924819,0.05385792,0.36297867,0.011774462,0.07595308,-0.081569746,-0.00854376,-0.0007717721,0.12586173
O95727,-0.08762115,-0.01705116,-0.053474534,0.14403705,0.8481531,0.11921657,-0.04996885,0.010786091,-0.023280898,0.037577063,-1.5692278,0.2577313,0.74709255,0.04284437,-0.47054577,0.2333225,-0.064906895,-0.60360044,-0.45744514,1.4486059,-0.52298796,0.067126624,0.94933176,0.7070148,0.059496105,0.3297055,0.012491261,0.008370479,-0.73018664,0.025603568,0.19028546,0.2763925
Q05080,-0.051360846,-0.29080665,-0.09862132,0.12867479,0.6516374,-0.20828588,-0.09332677,0.00950232,-0.08095965,-0.398344,-2.578615,0.00041155174,1.4834316,0.2547066,-0.7225863,-0.043084465,-0.078453,-0.92664486,-0.28446132,-0.07977211,-0.07557337,-0.008257123,1.6418222,2.031081,0.07502285,0.31283554,0.0037513748,0.08675954,-0.1466068,-0.013503019,-0.23903984,0.18282436
P25233,-0.074104324,0.06566584,-0.08992336,0.13951872,0.13985121,-0.113544114,-0.095761284,-0.005519274,-0.063362055,-0.35676348,-2.4854078,-0.25551844,1.6895244,0.09292159,-0.3826024,0.18382937,-0.086377755,-0.49534464,0.046608813,-0.4397707,-0.15035284,-0.0031752866,1.7274168,1.9415808,0.08105326,-0.1425061,0.0013436908,0.013049005,-0.3385626,0.024391789,-0.23917559,-0.19758756
O75129,-0.118754864,0.113439485,-0.03922456,0.15383627,1.3480291,-0.032648884,-0.04155681,0.01442625,0.008220365,-0.7767638,-1.7688491,0.14902712,1.8836772,-0.07537427,-1.0192634,0.95620704,-0.08078101,-0.72501236,-1.0114545,2.8571908,-1.3090749,-0.018302832,0.04444915,-0.8243963,0.052847814,0.47559425,0.040891778,0.010621012,-1.059135,0.035553668,-0.0010138527,0.6285796
Q9GZM8,-0.06718275,0.02135696,-0.049351353,0.10990298,0.28948578,-0.15561122,-0.040020492,0.00891549,-0.031967763,0.21311301,-1.3222135,0.49137893,0.27038231,0.31446412,-0.7522494,-0.48219988,-0.0510719,-0.22808586,0.06459739,0.48731193,0.5571461,0.024535703,1.2196844,1.2690471,0.05737671,0.28440163,-0.004392492,0.014580898,-0.6631859,0.019988582,0.014205958,0.3313568
P0ABV6,-0.095305696,-1.0612453,-0.09206075,0.1258268,0.99140936,-0.06520909,-0.07544316,0.00047453027,-0.07377817,-0.6947944,-0.76535887,1.4767857,0.4465622,0.41045204,0.33567172,0.22472632,-0.0741649,-0.5097432,-0.84325266,0.75068444,-0.30437362,0.09860856,3.488794,1.7301878,0.0957824,0.4884106,0.0011883937,0.0027031302,-0.90454674,0.023119824,0.27805805,0.87253726
P63165,-0.10809627,-0.21845463,-0.08245737,0.16200325,0.6864221,-0.010013256,-0.055096768,0.01977473,-0.045973085,-0.3840562,-2.305977,0.46660286,1.4519701,0.2582896,-0.83210254,-0.16204709,-0.09006757,-0.56875825,-0.14735018,0.901095,-0.01901047,-0.006647738,1.6290046,0.48319915,0.09404361,-0.044570595,0.015071385,0.07364257,-0.761939,0.018715017,-0.21874042,0.21989682
