UniProt_ID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
P63159,-0.036195334,-0.0432336,-0.034680985,0.05598833,-0.042039976,-0.02737062,0.002031614,0.11357502,-0.03454405,-0.03246006,0.009541331,-0.077782586,0.014681378,0.023562161,0.024923824,-0.004822565,-0.033500765,-0.31784865,0.036871035,-0.004878222,0.18253514,-0.011854723,0.055423915,-0.012905965,-0.013917318,-0.0468051,0.005722013,0.025354594,-0.017951751,0.020149307,0.0505985,0.00078553637,0.012548522,0.07318587,-0.019672483,0.030135946,-0.05542371,-0.010487124,0.07656048,0.0065197353,0.025255667,-0.002172227,-0.02795073,0.019524954,0.02876991,0.015069821,-0.009549155,0.0016180546,-0.017851302,-0.0035598772,-0.05129375,0.04468963,-0.001420976,0.018663574,0.01597249,0.062408015,0.018484598,-0.3994603,0.039693117,0.017019186,-0.069852434,-0.03719581,0.034334395,0.033355184
P46527,-0.03897944,-0.033036478,0.04489523,0.06374929,0.008631399,-0.017078934,-0.023229942,0.03633521,-0.08945388,-0.025996605,0.02758513,-0.03951496,-0.034014348,-0.008496699,0.0015336968,-0.036213756,-0.020378817,-0.18352255,0.015554027,0.021910412,0.21952209,0.029780524,0.02393452,-0.009445033,0.014444451,-0.080511905,0.034600478,0.011826445,0.015890118,0.0214579,0.028698476,-0.0075493874,0.0048369016,-0.01214762,-0.051878676,-0.031557977,0.02295272,-0.038605366,0.14878611,0.008331454,0.013491048,0.002385676,-0.039203778,-0.050012916,0.030846627,-0.01562071,0.045451216,0.022428675,-0.03491045,-0.0011600498,-0.0030220565,0.00335003,0.023831146,0.0020055126,0.031521637,0.013941628,0.018217092,-0.4092503,-0.02718691,0.057829607,-0.09190055,0.034502145,0.05011407,-0.059120275
Q8IZH2,0.029558698,-0.034343436,0.030178117,0.039585933,-0.027022664,0.011381503,0.014271607,0.1271514,-0.12585905,-0.011775227,-0.04969212,-0.13238856,-0.051463872,-0.07223927,0.0037972182,-0.03128914,-0.01008584,-0.29893827,-0.029162522,0.0494702,0.054778215,0.034927204,0.024413045,-0.21694365,-0.08373665,-0.08109506,-0.0820111,-0.04603943,0.07292242,0.019271893,0.0015762051,0.008142073,-0.09752822,-0.05046849,0.02946008,-0.05769963,0.027483523,0.033834543,0.10799101,-0.02576719,0.035072286,0.028048635,-0.059860732,-0.042129476,0.06268257,0.034625266,-0.02774585,-0.014949341,0.029339164,-0.0053491974,-0.025407247,0.017619899,-0.005493077,0.03649736,-0.021791091,0.044277173,-0.007819855,-0.38508862,-0.016628169,0.014025371,-0.093175575,0.09686886,-0.05998214,0.032644466
P54279,-0.09229383,-0.10753487,0.0174266,-0.084936865,-0.05982369,0.03370148,0.032460365,0.1835842,0.039122924,0.061347723,-0.025390299,-0.101277016,-0.0210025,0.13917282,-0.028853007,-0.016561879,-0.10932205,-0.4332434,0.116425484,0.017346438,0.32388088,0.0014405963,-0.049821284,0.22659864,-0.03382206,-0.0039639715,0.024602413,-0.018030163,0.067553416,0.02259823,-0.1031036,0.07188648,0.15092996,0.09628434,0.07712639,0.0022947325,0.02364288,0.0996699,-0.068874404,-0.0391456,-0.0611883,0.0115396,0.05309639,0.028825177,0.002211988,0.033327326,0.015329672,-0.05370919,-0.044124085,-0.0034449825,-0.049900778,0.09469032,-0.026750913,-0.10904421,-0.0047609005,0.013186268,-0.02564139,-0.15605241,-0.061343253,-0.029862454,-0.103666455,0.11404577,0.03143773,-0.23547786
P07288,0.033237107,-0.04250652,-0.06717645,0.04669547,0.035932068,-0.08195599,0.026301693,-0.0032276404,-0.011625184,-0.028286235,0.10519227,-0.09915464,-0.017603293,-0.028914537,0.012403134,0.07029501,0.0013610622,0.013180441,-0.009361546,-0.028608121,0.15844437,-0.010237241,0.0061904807,-0.097762644,0.048409928,-0.060851045,-0.06212561,0.02079848,-0.020747162,0.018911691,0.04648232,-0.0228607,0.104157105,0.033501275,-0.037589803,0.016596029,0.07717277,-0.05434741,0.22067322,0.016151713,0.05532364,-0.0036182387,-0.069358855,0.10191408,0.0041660005,0.020906163,8.787298e-05,-0.043001395,-0.11890117,-0.0019485826,0.01633412,0.041373115,-0.07272548,0.056831785,-0.011899788,-0.011422439,-0.026945366,-0.62664443,0.061072912,0.002650583,-0.0011952884,-0.03247598,0.025282184,-0.025733415
P13686,-0.061639518,0.061121006,-0.100368164,-0.032651223,0.032858,-0.070661485,-0.019880261,-0.062115923,-0.12602657,-0.029257502,0.038476683,-0.24442331,-0.0046704262,0.08969835,0.09351408,0.12858063,0.21886975,-0.21431622,-0.023003617,0.1498011,0.11642714,0.014252733,0.019122928,-0.18152505,-0.10001589,-0.054240257,-0.12081035,0.024564669,0.025117388,0.018401833,0.0376052,-0.0033733025,-0.027536884,0.10093145,-0.0055180583,0.24041097,0.07268561,-0.09489726,0.19943023,0.051650718,0.047816593,0.014364034,0.014934089,-0.035961285,0.08149692,0.009598432,0.033065107,0.051258214,-0.025040172,-0.0062842825,-0.035984993,0.057197742,-0.17774379,0.022830505,0.0057506636,0.2100469,-0.07772764,-0.61403257,0.16957976,0.046352997,-0.04232725,0.00023367442,0.041157015,0.1896962
O94316,-0.054691643,-0.03207723,-0.023518866,-0.029157504,-0.09106231,0.08058746,-0.034695487,0.10303304,0.033599265,0.07184039,-0.035630494,-0.050610617,0.023727681,-0.08550803,0.050486602,0.1175428,0.061219394,-0.2733454,0.04768601,0.111340925,0.05875162,-0.08428804,0.10861157,-0.054551426,-0.050941713,0.032199018,0.00405143,0.010380184,-0.021295207,0.019062059,-0.027657442,0.19283591,0.14726679,0.119368866,-0.032168668,0.102769144,-0.02336846,0.02937103,-0.0009261817,0.017853294,-0.004526486,0.002707718,-0.048543002,-0.058628075,-0.018866006,-0.051586777,-0.025726542,-0.020617755,-0.0329054,-0.0041217594,-0.13757494,-0.06574018,0.046985462,-0.06744382,0.08537105,0.06527974,0.0070862034,-0.38656664,0.064233586,0.016109291,0.0075786356,0.101608634,-0.021709442,-0.06635897
Q12309,-0.0045340057,0.0099555245,-0.098188266,-0.053027164,0.0006369032,-0.006036633,-0.07758979,0.052369453,0.00903144,0.039085194,-0.0024538594,-0.05898427,-0.000784792,0.04794568,0.017335773,0.028320927,-0.1467512,-0.57554567,0.084566385,0.023911728,0.20047113,-0.003868229,0.16743763,0.08308996,0.042520832,-0.03637253,0.086692944,-0.007247108,-0.110520616,0.02292281,0.09224903,0.008271593,0.040958967,0.051331572,-0.12758656,0.060020536,-0.075899534,0.07451417,0.005124286,-0.0015813634,-0.0048872037,0.04843446,-0.014157849,0.08005449,0.035621,-0.048841137,0.01782073,0.00047679097,-0.03456919,-0.0016690006,-0.08227752,-0.01065567,0.03320111,-0.061139572,-0.03094775,0.04035843,0.010508054,-0.24743743,0.036689803,-0.035936255,-0.1037905,-0.03685438,-0.06952016,-0.06680194
P23872,-0.13356209,-0.026204878,-0.14153051,0.10500595,0.0715495,-0.05167118,0.029087473,0.18386677,0.011123639,0.07242964,0.07062613,-0.029624682,0.07129669,0.04059661,0.00035087764,0.079252586,0.010941558,-0.18816951,0.055082437,0.019547414,0.0414259,-0.060819704,-0.003492793,-0.12290188,-0.03655265,0.1102646,0.0947624,-0.021789901,0.06561534,0.025669489,0.04725665,0.059201095,-0.086312756,0.302972,0.049047694,0.073804595,-0.16993213,-0.009643471,0.09237304,-0.086156085,-0.05436564,-0.10403087,-0.009824134,0.17878267,-0.043334138,-0.034989014,-0.029308889,-0.029603556,-0.2040123,-0.0025667152,-0.02537599,-0.09493164,0.042031504,0.07333182,0.04226654,-0.022098294,-0.042806536,-0.6829629,0.004857634,-0.13489145,0.0706943,-0.052042544,-0.016250882,0.19257681
P02686,0.035271063,0.011792345,-0.016925517,-0.049920257,0.008863526,-0.0021886334,-0.025863012,0.042927686,-0.050166532,0.024184931,0.07703899,-0.030230327,0.05253416,-0.08421979,0.07598713,0.03073689,-0.020388436,-0.19297296,-0.013711815,-0.05278119,0.24909858,0.015995346,-0.05944781,0.025554175,-0.052899446,-0.049879845,-0.05491839,-0.012578225,-0.021567488,0.016148778,-0.04944396,-0.027867792,0.06773122,-0.026957965,-0.067779765,0.019061701,-0.00044326484,-0.005590779,0.051961794,0.022749783,0.046799336,0.09472266,0.009074392,0.02929905,-0.04014408,-0.05439573,0.0055063358,0.0378071,0.018227981,-0.00300608,-0.001382037,-0.06476981,-0.008386502,0.0018499533,0.037110314,0.06867281,-0.017570088,-0.3730936,0.006649627,0.06764498,0.015533,-0.01924737,-0.043709215,-0.074293874
P02747,-0.020889489,-0.121830046,-0.015544718,0.0112120155,0.06670644,-0.06527658,-0.129233,0.22307062,0.000728336,0.0058449237,-0.02373896,-0.020846972,-0.040460773,0.009934241,0.11168575,-0.09379542,0.066452056,-0.24668407,0.064582326,0.030619716,0.24741645,-0.03931998,-0.10673757,0.18423526,0.054861058,0.02625162,0.1514494,0.18263774,-0.07476969,0.017358253,0.015647665,-0.06472872,0.24170737,0.14693847,0.08431952,0.080471076,0.11646624,0.025576066,0.017061492,0.07404897,0.10649989,0.06159071,-0.053046126,0.20054188,0.011831324,0.05581228,0.044681888,-0.10796584,-0.0206061,-0.0009696033,0.030821819,0.023398641,-0.05971117,-0.018449252,0.032275397,0.046975143,0.046353888,-0.55638224,-0.017400274,0.017567163,-0.03079175,-0.044770516,-0.038198195,-0.075728044
Q15428,-0.15309645,-0.010691944,-0.04643229,-0.037512947,-0.13282426,0.026512735,-0.06539715,0.046185438,0.04718631,0.09659836,0.031774845,-0.07723799,-0.010550609,-0.11069172,-0.009384891,0.017845629,-0.048787974,-0.24605261,0.014119056,0.059050847,0.17258325,-0.008236361,-0.030775964,-0.080778666,-0.011000038,-0.0018113757,0.052425586,0.10155411,-0.123402365,0.016513772,0.002852809,0.05858736,0.0964464,0.032412864,-0.06493831,0.04110532,-0.021738596,0.09403684,0.029588772,-0.06687503,-0.0455417,0.0022441745,0.0074173617,-0.08917617,-0.06990433,0.013109305,-0.05037971,-0.024232239,0.053131912,-0.0053203064,-0.1360285,-0.011400566,-0.017821362,-0.1123864,-0.011696035,-1.4181842e-05,0.028384976,-0.37685776,-0.0038036162,0.050832152,-0.04781777,-0.014881999,-0.040163662,0.04988171
O95429,-0.09600397,0.050964475,-0.10412373,0.014871405,-0.10285369,-0.071289316,0.060311906,0.012576168,-0.0887481,-0.03825772,0.02024015,-0.03817407,0.019299079,0.07147528,0.057006948,-0.06459881,0.06973507,-0.18268904,0.030538412,0.067763954,0.33149725,-0.028059445,0.09571831,0.03527546,0.011216912,-0.07071121,-0.09224391,-0.06526556,0.09443101,0.02023616,0.09155672,0.079630546,-0.031012163,0.064732894,-0.05888781,-0.013843426,0.0059345346,-0.013317292,0.09066131,-0.048737008,-0.017036371,-0.04380603,-0.03193774,-0.12235729,-0.0073110396,0.013347573,0.13491285,-0.0048641833,0.004962966,-0.0026178176,-0.06759216,-0.020348005,0.016404714,-0.017862402,0.0032561533,0.11362216,0.027964931,-0.44506416,0.079089314,0.03860185,0.006026935,-0.05660599,0.016340956,0.051731523
P0AFW0,0.020213123,0.058097184,-0.035598986,0.047504444,-0.0029669937,-0.11446601,0.04484427,0.125833,-0.12272438,0.03715459,0.009740442,-0.048377115,0.044098172,-0.044190317,-0.0155843,-0.026884828,-0.008324034,-0.18581788,0.039096367,-0.015228997,0.0014472285,-0.042868666,-0.13012178,-0.17544153,0.001088862,-0.13524409,0.010843423,-0.1261401,-0.019236919,0.021659235,0.08113779,0.0076940763,0.022454673,-0.003153288,-0.016603988,0.12971626,-0.019371565,-0.016501505,0.1308065,-0.097099125,-0.08248503,0.0067283916,-0.12119488,-0.07382494,-0.045974415,0.035251614,-0.08715645,0.05468061,0.0035616693,-0.0045767846,0.028503586,-0.07556999,0.088977635,0.004408028,0.06535631,0.05197745,-0.047093686,-0.5266891,-0.17754339,0.13530664,-0.032624323,-0.116023205,-0.03057769,0.1263462
P06821,-0.06246607,0.0741086,-0.117293574,0.100949764,0.072496384,0.07178612,-0.031822678,0.19777861,-0.14326459,-0.012481499,0.14278744,-0.041382566,0.04165178,0.06436844,0.08460057,-0.1843755,0.039459866,0.02413509,0.0007297578,-0.21617302,0.15046182,0.031380743,0.0348631,0.07607485,-0.046971176,0.04985997,-0.13292214,0.06930229,0.13268912,0.019439818,-0.03719713,-0.048979174,0.14365125,0.078314096,-0.04440961,-0.087850094,0.03478083,-0.041640587,-0.0010306016,-0.024738636,0.025779828,-0.04502894,0.112027705,0.03980586,-0.011922594,-0.017897915,0.06767161,-0.07207435,0.08036055,-0.0010847594,-0.048874162,-0.043318808,-0.0075521544,0.07601361,-0.04249122,0.105890825,-0.059036866,-0.55391604,0.05753649,0.04588276,-0.07615049,-0.036665857,0.010391813,-0.028910084
P13721,0.16067454,0.10872324,-0.07534081,0.03853343,0.028342146,-0.019836307,0.030914914,0.041729584,-0.031528182,-0.009221303,0.029934898,0.052976027,-0.040422767,-0.06811799,0.027443089,0.14252652,0.029621221,-0.027587347,0.0658022,-0.04214692,0.077897,-0.05268436,0.02073425,-0.13335478,-0.053879723,-0.09126226,0.08120162,0.08026105,-0.04842624,0.024930049,-0.00604517,-0.023638215,-0.008438129,-0.058969766,-0.0362808,-0.10162423,0.009793204,-0.0101409955,0.12527056,0.03980302,-0.0055595767,-0.05339873,-0.012070323,-0.13577138,0.05240929,-0.075772375,0.024946334,0.06399443,-0.0019345526,-0.0057293726,0.06541827,-0.059583265,0.105591394,0.07914393,0.036102008,0.0445999,-0.008446407,-0.47550315,-0.050918393,-0.09109081,-0.0373821,-0.027619546,0.09116859,0.097502045
P10645,0.0018689617,-0.022047434,0.050322928,0.010974126,0.044115715,-0.016666235,-0.12564345,-0.02290887,0.050481893,0.04406131,0.070766374,-0.0706818,-0.03917171,-0.1355103,-0.035724502,0.22149956,-0.05699265,-0.14535065,-0.0016878048,0.048259504,0.05336713,0.045523573,0.118007705,-0.09639687,-0.033699363,0.028592417,0.03507814,0.02094856,-0.078233376,0.020060478,0.05779448,-0.031404164,0.024995994,-0.11819784,-0.058860112,-0.022848602,0.06573708,0.035025373,0.055115502,0.019565728,0.007284397,-0.009066926,-0.012896602,-0.03540694,0.068218306,-0.030517753,0.018344533,-0.04603553,-0.1261814,-0.0029008982,0.004728121,0.041244153,-0.042526387,0.038063653,0.04669063,-0.04607392,-0.0072253942,-0.49902186,0.10367338,0.19089255,-0.04589218,-0.02190819,0.061934073,-0.060272466
P60411,-0.046129674,0.10698472,0.10112566,0.112363696,0.0711361,-0.1723403,-0.08412462,0.3143512,-0.19414671,-0.060477145,-0.008246111,-0.17746635,-0.02635121,-0.20766297,0.09794356,-0.27623066,0.1307588,-0.27009052,0.06058013,0.15970722,0.1941492,-0.059531786,-0.11240745,-0.4444437,0.021245599,-0.23744553,0.07698126,-0.072751895,0.13660577,0.01696969,-0.028879017,0.20209919,-0.33541703,0.11587237,-0.09912099,-0.17143041,-0.06350102,-0.16264918,0.35126874,-0.030195259,0.12905149,0.05788658,-0.022771522,-0.30048758,0.04913206,0.016213395,0.019881554,0.19796014,-0.018018216,-0.008683132,-0.12181983,-0.11533902,-0.07640958,0.08267989,-0.13649708,0.107347056,0.10816135,-0.27948245,0.085080475,0.15987414,-0.165436,0.013578162,-0.20743878,0.18293405
O94913,-0.11070371,0.0131635545,0.04147544,0.13317354,-0.07808439,-0.11938103,-0.084111154,0.031659607,-0.018638914,-0.05228498,0.1680749,0.0024124458,0.048522364,0.055071063,-0.080600575,-0.065317914,0.054935038,-0.006232059,-0.008170143,0.021996483,0.16616164,-0.004778662,-0.17541942,-0.033932332,0.09615867,-0.12490519,0.036358748,0.08866674,-0.016876915,0.015219169,0.031023026,-0.017508129,0.23233147,-0.057733517,-0.11896695,0.11360942,0.06583203,-0.052263267,0.1753798,0.050213713,0.008647537,-0.09839301,-0.0071135163,-0.13310744,-0.05501877,0.01002311,-0.06070482,-0.019670768,0.0146326665,-0.0021107276,-0.1353857,-0.06612996,-0.02583237,-0.0622873,-0.024015876,0.014656568,-0.04657146,-0.6037547,-0.013573448,0.119075276,-0.13170108,-0.0014035807,-0.039193206,0.015615961
P16333,-0.024840413,-0.026122358,-0.0039897747,0.032475024,0.008321627,-0.023913337,-0.058861364,0.15151833,-0.08182394,0.08741495,0.017680021,-0.0808871,0.032439698,-0.077404596,0.023098482,-0.038160853,-0.044876453,-0.1609347,0.05814881,0.004994935,0.07383278,-0.03493541,-0.04607129,-0.13115452,-0.0114335455,0.02605905,-0.0141864745,0.030059284,-0.046449896,0.020835755,-0.0027594443,0.034406785,-0.016391885,0.089304395,0.013665518,-0.017120501,0.02495277,-0.03216097,0.1403993,-0.03777001,0.051003173,0.017048039,-0.034195818,-0.04523759,-0.05670128,-0.010835028,0.055553026,0.012353628,0.014082255,-0.0036922893,-0.03483811,-0.029733185,-0.009435103,0.00450702,-0.021540994,0.052106105,0.04768374,-0.53244764,-0.04873658,0.09707995,-0.061934434,0.00622004,0.023806468,0.05523706
A8I4E9,0.05129629,0.05719803,0.10737678,0.044218678,0.0010937378,-0.034516845,0.09994788,0.24774249,-0.0655863,0.014636013,0.030756563,0.0251116,-0.075093746,-0.023492062,0.022670671,0.14006141,-0.09487917,-0.49275908,0.038729534,-0.09453481,-0.056978643,0.07653635,0.04455999,-0.01221389,-0.013613929,0.0037376496,-0.10243442,0.1580423,-0.07010443,0.026230993,-0.02068477,-0.14876507,0.0071895756,0.007959656,0.12597226,-0.038202368,0.14696254,-0.08319321,0.04316174,0.0564415,0.18134771,0.052203853,-0.039063152,-0.053036932,0.046193253,0.008808414,0.13666455,0.019094035,0.041833352,-0.0020366313,0.0064605325,0.0845257,-0.013072297,-0.019546712,-0.089497976,0.018719668,0.08797184,-0.40132618,-0.018419871,-0.09847805,-0.047085587,-0.034630723,0.04868685,-0.14276122
Q92890,-0.0322413,-0.048119903,-0.027762651,0.026256016,0.025057113,-0.018122895,0.10768514,0.057988614,0.03876576,-0.044760678,-0.016176844,0.0008897881,-0.015606761,0.013265303,-0.0025298635,-0.03411865,-0.003719207,-0.21902569,-0.011600462,0.030183418,0.2782323,-0.014465392,0.04079338,0.039678197,0.03955617,-0.045975316,0.00661776,0.07861053,0.040340144,0.018890062,0.008044927,-0.021406954,-0.016919961,0.07513511,-0.021618357,0.041916292,0.012390754,-0.020178989,0.027010659,-0.0030766602,0.014535668,-0.03646495,-0.011134967,-0.06913229,0.065523565,0.04094719,-0.03876969,-0.0265633,0.06180769,-0.0029897068,0.010394408,-0.042139363,-0.031118786,-0.03147943,-0.011922371,0.041253645,0.006847277,-0.46169972,-0.044422816,0.02883295,-0.048344627,0.0041646496,-0.040768586,0.00051220506
