UniProt_ID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
P13686,-0.019475149,0.11320258,-0.0024067098,-0.018506939,-0.016777065,-0.0018059672,-0.0199856,0.05158639,-0.018004593,-0.010520559,0.06943759,0.03657892,0.09472324,0.022945516,-0.010963953,-0.026763892,-0.0118432855,-0.04325744,-0.03820057,0.11544016,-0.030587139,0.010549215,0.06198422,-0.070955485,0.10737902,-0.042037886,-0.10635623,0.020502094,0.0015778518,-0.006954602,0.07515226,0.0115918135
O94316,-0.03389524,0.09233803,-0.014945913,-0.0062093697,-0.005287781,-0.0067876,-0.025601808,0.020141734,-0.030055767,0.01370319,0.062191404,-0.00047941273,0.11316446,0.009677309,-0.022316191,-0.03911297,-0.0033527012,-0.059785426,-0.031142827,0.116641715,-0.03772564,-0.002627127,0.0376416,-0.05778675,0.1162574,-0.035662547,-0.099548735,0.00783322,-0.0031035962,-0.017909821,0.07325228,0.03936262
Q12309,-0.043417007,0.09422807,-0.009829709,0.0049830154,-0.003974463,-0.0014705223,-0.024073932,0.024155663,-0.025744274,0.00826928,0.0650935,0.0053325878,0.09764569,-0.0015195903,-0.012810022,-0.025084551,0.0030258303,-0.059742503,-0.042947985,0.11261485,-0.028612146,0.0069220206,0.027866697,-0.037649818,0.118568584,-0.02224937,-0.09375276,0.011772504,0.00066896004,-0.0135881035,0.068439156,0.03119725
P23872,-0.021062352,0.11548911,-0.009286651,-0.007864632,-0.013793175,-0.016653903,-0.024091572,0.03570365,-0.011363152,0.0045292694,0.06601189,0.025317589,0.10701205,0.025633048,-0.025167082,-0.03285944,0.0020565945,-0.06560818,-0.0472783,0.1188925,-0.028737064,0.014374314,0.053605944,-0.052497376,0.11491857,-0.029081807,-0.10257496,0.011641543,0.016393375,-0.0016984139,0.09168845,0.025529012
P02686,-0.026241066,0.09448498,-0.015681434,-0.009370397,-0.012186801,-0.0067759682,-0.007285041,0.021637121,-0.029115546,0.018944148,0.06591017,0.01255872,0.101040766,0.01556548,-0.011973891,-0.021487482,-0.0025767894,-0.05879577,-0.027046619,0.119027995,-0.029181732,0.004962109,0.04170568,-0.051780395,0.107742675,-0.02483902,-0.10064108,0.01351977,-0.020303609,-0.019801792,0.06057236,0.041620854
P02747,-0.021575082,0.10185464,-0.014197486,-0.0032525554,-0.011401886,-0.0008329751,-0.016189357,0.033181213,-0.018678311,0.007793023,0.07314008,0.014354104,0.111353114,0.02459964,-0.0012007862,-0.029714823,0.004435093,-0.052384116,-0.026547689,0.11907693,-0.030270975,0.0019499302,0.029641036,-0.042339638,0.117789686,-0.021713585,-0.0921207,0.019706585,-0.023047356,-0.02077592,0.0504872,0.043996513
Q15428,-0.029099774,0.095637806,-0.017244965,-0.005922163,-0.01062318,0.0018517587,-0.018012298,0.02996959,-0.022750467,0.009223234,0.06381746,-0.0015001338,0.09862216,0.0033376827,-0.0057578697,-0.032075997,-0.0082811,-0.071233116,-0.036540315,0.12686653,-0.038650103,-0.005526546,0.045403376,-0.052928206,0.11744105,-0.023762297,-0.088573486,0.018697625,-0.009832666,-0.016103141,0.076930046,0.04367151
O95429,-0.01607197,0.10401127,-0.010309158,-0.0051014638,-0.0123272985,-0.014933992,-0.01738391,0.030055456,-0.02574881,0.0067176456,0.05965826,0.01944111,0.08799277,0.012628097,-0.01552774,-0.027537284,-0.012662589,-0.061592277,-0.0359628,0.11794285,-0.031723015,0.00070977805,0.050581284,-0.0597054,0.10927767,-0.029298527,-0.105768755,0.009369668,-0.0040898747,-0.016798886,0.076682255,0.023482887
P0AFW0,-0.012627112,0.1023827,-0.012474214,-0.009360234,-0.015009055,-0.012312851,-0.01901972,0.025243862,-0.023765653,0.0038864797,0.06363666,0.019559834,0.09715826,0.008920591,-0.013043419,-0.037638046,-0.015796177,-0.07416067,-0.045303125,0.1241836,-0.03890433,0.008331327,0.05370008,-0.06592639,0.112119175,-0.029918794,-0.10287852,0.01116011,0.003155405,-0.015030558,0.069593474,0.029520478
P06821,-0.01150334,0.096539125,-0.02098874,-0.0036121248,-0.013593614,-0.01627403,-0.019946333,0.030273732,-0.029471274,0.006767587,0.050102443,0.025339084,0.10130043,0.02143319,-0.021313883,-0.02444002,-0.004763865,-0.05599115,-0.009408734,0.11416434,-0.043456778,-0.008020298,0.034751475,-0.054787952,0.11205719,-0.0151378345,-0.102555886,0.0057078954,-0.025184529,-0.013105495,0.06991378,0.03392856
P13721,-0.01938692,0.114295006,-0.012802759,-0.0033770464,-0.016897727,-0.011597523,-0.00058720564,0.033856265,-0.024845926,0.012671392,0.07036777,0.028907966,0.10215513,0.022243159,-0.006043202,-0.015677838,-0.0007721435,-0.05166022,-0.03514681,0.10918481,-0.02046714,0.013646997,0.063589364,-0.058020912,0.106215656,-0.029181387,-0.09938014,0.0060404055,-0.011291739,-0.02172739,0.07001751,0.027397405
P10645,-0.019947188,0.11384038,-0.010817856,0.000899962,-0.013147408,-0.006781782,-0.0025343767,0.02985158,-0.0233356,0.00823489,0.069780946,0.026186213,0.10103898,0.013998407,-0.004399796,-0.019715581,-0.0040706126,-0.050717868,-0.032125566,0.111478925,-0.02364183,0.017576931,0.055066954,-0.059244376,0.10538211,-0.032574933,-0.0926593,0.010782706,-0.018374655,-0.031323403,0.06505804,0.018905137
P60411,-0.023511086,0.083644785,-0.024107724,-0.008811615,-0.024994323,-0.024790836,-0.041679733,0.042659722,-0.018641371,-0.0012390725,0.054822132,0.027653731,0.093795426,0.01719656,-0.030798553,-0.047015376,-0.03846553,-0.07045324,-0.029109882,0.14224336,-0.04341057,0.01618119,0.044063378,-0.054965187,0.1127022,-0.028890476,-0.110052265,-0.017403023,0.028311208,-0.0053288415,0.055396125,0.02935047
O94913,-0.017540738,0.10999993,-0.0038319007,-0.008922345,-0.028464759,0.0032467674,-0.00407648,0.026772344,-0.03694569,-0.00073977036,0.0694692,0.0067685507,0.10487028,0.010577964,0.0038076327,-0.018078882,-0.018684551,-0.057136428,-0.034527518,0.117321715,-0.026732296,-0.00976294,0.049833793,-0.07426468,0.10769725,-0.023040067,-0.09917045,0.016685305,-0.022506777,-0.018458689,0.059692334,0.039588194
P16333,-0.022068378,0.10395947,-0.012055092,-0.005984542,-0.012350776,-0.008063225,-0.014255884,0.031274643,-0.022250518,0.0063319127,0.064802624,0.023791365,0.09969473,0.015989255,-0.00964878,-0.03046255,-0.009837386,-0.06424722,-0.041395377,0.12054752,-0.036766674,0.004647937,0.048750456,-0.05796511,0.12013116,-0.030271783,-0.0976868,0.01115451,-0.007186087,-0.015516322,0.067802526,0.035040185
A8I4E9,-0.03650158,0.09470716,-0.011247271,-0.010196631,-0.0027343463,-0.0087252315,-0.012164582,0.02002132,-0.024023226,0.015346912,0.07785682,0.018028842,0.11084778,0.0172374,-0.0040014125,-0.018801808,-0.0009100446,-0.051586952,-0.03815316,0.107811876,-0.03335369,0.015068368,0.033970457,-0.037677553,0.11883507,-0.033462986,-0.08457861,0.019809065,0.003867742,-0.010296158,0.061781283,0.03896622
Q92890,-0.028343394,0.09792779,-0.008405921,-0.0009634693,-0.013571256,-0.01029898,-0.017218443,0.03250717,-0.024532689,0.012256884,0.06509076,0.015166466,0.09287534,0.016989661,-0.014275539,-0.021747308,-0.010555812,-0.059881385,-0.03234498,0.11413482,-0.026941888,0.0082043465,0.048537925,-0.05095245,0.10557463,-0.02955325,-0.10076717,0.010913241,-0.0034877246,-0.015710102,0.06653733,0.03197484
P0DTD2,-0.02511718,0.11666226,2.2386334e-05,-0.02364985,-0.015903568,-0.006056907,0.018763525,0.03521507,-0.028142879,0.006812002,0.07467407,0.038255326,0.11557347,0.019000446,-0.007073062,-0.012177591,0.006212612,-0.030324161,-0.036959462,0.1094437,-0.019443478,0.00853114,0.04713084,-0.0490718,0.118941344,-0.039196942,-0.10159975,0.020392269,-0.022226872,-0.021259498,0.06869988,0.021034613
O62479,-0.024597168,0.09565956,0.002387244,-0.01393492,-0.021093858,-0.016874367,-0.01924335,0.035059188,-0.024596093,0.008725168,0.07058577,0.030618552,0.09718482,0.015840624,-0.01597689,-0.029638572,-0.0075780354,-0.0573108,-0.035367757,0.11918325,-0.025277147,0.016441537,0.04288945,-0.046331976,0.11741336,-0.023249317,-0.09102408,-0.0039322595,-0.0028347303,-0.0079851635,0.074529186,0.013500319
P47017,-0.03236335,0.101050295,-0.013163365,-0.008141477,-0.013744837,-0.0068981266,-0.02900482,0.037795044,-0.026254263,0.011875959,0.055337224,0.016305752,0.1019531,0.025120385,-0.027953729,-0.027333546,0.0011123256,-0.059492733,-0.03535108,0.1160305,-0.030616347,0.00026617158,0.04189589,-0.04613546,0.118889466,-0.020576144,-0.1085875,0.0038350248,-0.009897007,-0.0127848,0.07971164,0.040780477
P00812,-0.028750848,0.11400737,-0.010531362,-0.0041028215,-0.008394468,-0.008319309,-0.004217141,0.028753027,-0.031776395,0.009306634,0.06216181,0.02565817,0.095698416,0.006432272,-0.009807822,-0.019800317,-0.003377883,-0.051405955,-0.03791809,0.11209603,-0.025684254,0.017872153,0.036692493,-0.047726158,0.10839453,-0.026179848,-0.098713085,0.020388346,-0.0070346473,-0.014790891,0.06645238,0.021499274
Q28399,-0.021446375,0.10607072,-0.0064097717,-0.018007543,-0.013413007,-0.008048967,-0.011494768,0.03659335,-0.02083139,0.0014653228,0.07004271,0.0323422,0.09785827,0.02507881,-0.0044921306,-0.014535571,0.005198145,-0.05612254,-0.03714469,0.10964016,-0.03456753,0.0024098754,0.049149945,-0.047773268,0.115807384,-0.022595609,-0.09961205,0.017785406,-0.008477483,-0.0017331404,0.08038529,0.03043578
P36969,-0.01337036,0.11552229,-0.008109349,-0.009329602,-0.012358754,-0.012328101,-0.0059140697,0.03980466,-0.022027249,0.0009359039,0.0704911,0.029810127,0.09621107,0.020177014,0.0013429805,-0.022236483,-0.013603938,-0.054021943,-0.03537474,0.113380834,-0.029777324,0.0052084615,0.04900836,-0.0649769,0.12095903,-0.026385698,-0.09977754,0.011399919,-0.009647055,-0.0066184453,0.07842301,0.027059546
P09041,-0.023398984,0.09564735,-0.0072271153,-0.0050541325,-0.020970296,-0.012879217,-0.013387357,0.028102886,-0.034697294,0.0036171763,0.06568688,0.03386705,0.098864816,-0.0013131743,-0.01362133,-0.035616286,-0.009433394,-0.062194247,-0.038742077,0.1200562,-0.020454947,0.016555373,0.054771412,-0.055890106,0.11401582,-0.038341027,-0.101013795,0.011545225,0.004032272,-0.011184059,0.064631954,0.014419615
O09061,-0.020290293,0.09324065,-0.021265104,-0.022651784,-0.022814654,-0.029966608,-0.014475383,0.040304895,-0.014775279,0.008212639,0.060517102,0.041957516,0.09266925,0.030345807,-0.0015650317,-0.027717287,-0.018705383,-0.05532093,-0.013064406,0.1326906,-0.020626266,0.0028480769,0.05365968,-0.04601443,0.11616143,-0.018938145,-0.106787086,-4.021513e-05,-0.0034290904,-0.008039274,0.0489013,0.044367626
A2ABV5,-0.015687438,0.12911189,-0.010270611,0.007468853,-0.015536308,-0.015291691,0.016814897,0.046259224,-0.035475,0.0029635932,0.06583009,0.04604003,0.103778146,0.025442207,0.0066599012,-0.0073901303,0.0035239507,-0.027842715,-0.020608528,0.10322189,-0.0009209905,0.012054126,0.07125427,-0.0640767,0.1065493,-0.038875148,-0.09920546,0.028897567,-0.02615465,-0.021416003,0.055273265,0.017272511
O55164,-0.015481766,0.13028681,-0.012415315,-0.013440469,-0.015014313,-0.017187415,0.010423316,0.043705486,-0.015810102,-0.004123791,0.06798594,0.048660375,0.09951477,0.023508174,0.016482117,-0.016203638,-0.0051894053,-0.04426541,-0.04073254,0.11340501,-0.012718353,0.018828897,0.06416085,-0.05294943,0.12198417,-0.025201842,-0.093242384,0.019468967,-0.014978725,-0.018863697,0.05952888,0.028918702
Q8IXK0,-0.016435185,0.12412348,-0.007084927,-0.019451603,-0.013567093,-0.008039033,-0.0029656615,0.039532013,-0.018502275,-0.008678888,0.06754409,0.032320052,0.102080956,0.0190312,0.002024016,-0.020066809,-0.0055884076,-0.04693667,-0.039061405,0.10995327,-0.019695316,0.01957557,0.0587117,-0.064459845,0.10901185,-0.027979136,-0.10317929,0.019335175,-0.017072428,-0.016310906,0.07024271,0.022674132
P04049,-0.021430932,0.10415811,-0.013588779,-0.0076966933,-0.012213587,-0.0136643,-0.015910342,0.030143142,-0.02589839,0.011022757,0.06292032,0.020012252,0.09751926,0.018708857,-0.014960368,-0.02624953,-0.0026105423,-0.059733856,-0.031309806,0.11194932,-0.030408202,0.009144828,0.050483055,-0.055655807,0.10875432,-0.02436451,-0.10327355,0.007033653,-0.008452671,-0.018834516,0.07099035,0.031044815
P14859,-0.015429878,0.110418715,-0.012906997,-0.0019754227,-0.01579399,-0.0026977817,-0.010429275,0.02636966,-0.020573327,-0.00025402108,0.0644518,0.019792743,0.10526716,0.010778306,-0.004542018,-0.02358481,-0.0115604345,-0.06106708,-0.03867347,0.116222166,-0.0339651,0.005004279,0.051394857,-0.06292227,0.10982949,-0.02912086,-0.09635818,0.015135404,-0.009422482,-0.020710591,0.06833921,0.027893981
P21187,-0.030297995,0.09050862,-0.013821426,-0.0008175999,-0.010233509,-0.008416888,-0.01973459,0.031098267,-0.03167546,0.020343294,0.060529735,0.0016212697,0.096772544,0.014750572,-0.023738047,-0.036850262,-0.0033500744,-0.06709369,-0.029663403,0.11680566,-0.037187897,0.0031675515,0.041133825,-0.05194337,0.112357736,-0.028095137,-0.098715894,0.010765171,-0.014698488,-0.020352472,0.06894271,0.045738056
O94760,-0.031465214,0.106038,-0.014563641,-0.006329538,-0.0143579375,-0.0021630377,-0.012385553,0.03474303,-0.032044165,0.010331487,0.06365048,0.01348709,0.1031281,0.017105823,-0.012843808,-0.021351691,-0.00779844,-0.050365258,-0.034108285,0.11650201,-0.027510952,0.0023802326,0.040315807,-0.05228553,0.115580305,-0.027904367,-0.10040884,0.0138355885,-0.008111818,-0.016491476,0.065154985,0.03835319
P17256,-0.014554615,0.11614057,-0.010242311,-0.008179575,-0.013071752,-0.015024201,-0.006585881,0.040675156,-0.011531662,0.0064457557,0.06705937,0.03409578,0.1044219,0.033534355,-0.002903303,-0.022128351,-0.008537018,-0.05140043,-0.03132557,0.11463868,-0.028196126,0.009103026,0.060836792,-0.06097168,0.11724661,-0.028984258,-0.09611399,0.006092805,-0.013797373,-0.019708633,0.07107075,0.030320127
P09546,-0.011698135,0.11613687,-0.008885831,-0.0052387635,-0.012487705,-0.012944993,-0.01231698,0.038788725,-0.019663591,-0.003865031,0.06454639,0.032544438,0.10088166,0.02084449,-0.007884172,-0.025342088,-0.0075022704,-0.054720555,-0.03729404,0.11158382,-0.032250214,0.007779614,0.04696468,-0.05811359,0.11654354,-0.028096166,-0.10209438,0.014749328,-0.004629314,-0.009290955,0.07390697,0.022415183
P14738,-0.033856887,0.09543109,-0.00037266314,0.0037065994,-0.0053336383,-0.008982375,-0.02031858,0.021658616,-0.026661076,0.014595357,0.0749562,-0.0007386524,0.08348874,0.007918653,-0.00535224,-0.021733304,-0.0002367987,-0.0608684,-0.037922867,0.11245898,-0.03073774,0.011351774,0.03446142,-0.042038556,0.100480735,-0.022863416,-0.08273106,0.009277749,-0.013787714,-0.027154466,0.06111793,0.028870797
P31725,-0.027971828,0.1030302,-0.0110918265,-0.0004144802,-0.013889284,-0.00824944,-0.012553505,0.032962974,-0.028164363,0.009245605,0.069879636,0.01852824,0.096364856,0.01951927,-0.00464416,-0.015385822,0.0028138233,-0.053494457,-0.024780815,0.10858133,-0.020708196,0.0038549379,0.04417137,-0.04858886,0.10898928,-0.023078548,-0.098423906,0.015244449,-0.0149554275,-0.011654908,0.06853497,0.035494912
O14011,-0.038915418,0.08507002,-0.022915559,0.0060089473,-0.0027887165,-7.711351e-07,-0.025004476,0.020525793,-0.03525311,0.025051394,0.060529698,-0.010360263,0.10536584,-8.837832e-05,-0.02594608,-0.040739648,-0.0040387553,-0.06566378,-0.033937927,0.12036341,-0.038472958,-0.0037880149,0.033505056,-0.052994672,0.116138205,-0.03483176,-0.09855802,0.010853787,0.0010553272,-0.01875489,0.069961876,0.04463463
P21327,-0.0005473532,0.1562748,-0.021265041,-0.006694002,-0.0075479564,-0.002647058,0.0069623757,0.052434437,-0.017795537,-0.023082523,0.06709221,0.062327366,0.098854244,0.024106394,0.02144153,-0.019975029,-0.00018395297,-0.044116978,-0.050928947,0.093041524,-0.01691971,0.038217954,0.08507395,-0.08118132,0.10040527,-0.041623235,-0.107023545,0.034767568,-0.0117687285,-0.011755951,0.06253335,0.0109707555
O61722,-0.03984588,0.087497815,-0.008448413,-0.02296202,-0.013444723,-0.02197707,-0.041745715,0.039199203,-0.023045037,0.02120239,0.059342075,0.012997679,0.07761645,0.028837271,-0.021401912,-0.039968934,-0.009453343,-0.07530772,-0.029668862,0.12095935,-0.03364785,-0.009488378,0.025127195,-0.038953304,0.13120985,-0.0019625276,-0.11516266,-0.010881686,-0.0029058186,-0.0005788114,0.06972461,0.06314077
P62993,-0.020136978,0.10697828,-0.015520429,-0.0058698836,-0.009473616,-0.0083739525,-0.013098404,0.030825932,-0.027921477,0.0028919114,0.06277706,0.02473785,0.10258167,0.011712945,-0.010168745,-0.027062993,-0.0029830434,-0.05933674,-0.03585242,0.11135888,-0.030975217,0.013098367,0.04578771,-0.05440665,0.11448346,-0.028367063,-0.1013555,0.013443381,-0.010725334,-0.015487274,0.07103847,0.026837843
Q3HL75,-0.0116289565,0.10663836,-0.018115113,0.0040492853,-0.013746982,-0.0051044705,-0.01243446,0.03884182,-0.025567597,-0.00043247454,0.06615809,0.027604908,0.09236772,0.014911507,-0.0085451845,-0.016476724,-0.012575751,-0.057019938,-0.02531853,0.11106882,-0.04018314,0.0073716477,0.042059414,-0.05809439,0.107726716,-0.02529705,-0.09733159,0.01193763,-0.014302606,-0.011997493,0.07128279,0.023959398
O75400,-0.0156212775,0.10587478,-0.013941728,4.49953e-06,-0.009928588,-0.007106237,0.0043583023,0.028964592,-0.029458469,0.0152627155,0.069165625,0.015002972,0.11065406,0.022017756,-0.0025919185,-0.01653309,0.006575584,-0.047751676,-0.016533291,0.11120796,-0.017788023,0.016597899,0.050615456,-0.0520329,0.09404876,-0.03177024,-0.09205034,0.02269504,-0.032606002,-0.021812236,0.059223894,0.026165059
P68105,-0.024551975,0.10462113,-0.015561351,-0.012293185,-0.00495201,-0.016449835,-0.018572297,0.025607247,-0.020681072,0.012808657,0.06281178,0.034494847,0.09068693,0.021123763,-0.010171616,-0.028133962,-0.0038377438,-0.058112226,-0.031109974,0.11294699,-0.043298054,0.015189316,0.03247572,-0.043041646,0.11133826,-0.023958562,-0.10038477,0.010951232,0.002187781,-0.016856052,0.060782183,0.027910575
O95727,-0.022751156,0.11235111,-0.011763211,-0.008485495,-0.01120382,-0.015547593,-0.010561779,0.03871307,-0.0230865,0.005812345,0.07260565,0.029997922,0.09133486,0.020262832,-0.004245324,-0.027451439,-0.002386917,-0.057046916,-0.038950756,0.118556194,-0.02345376,0.021026723,0.04336424,-0.0486003,0.11677393,-0.02497171,-0.099568956,0.014601614,-0.0015436416,-0.009294573,0.06783516,0.027266376
Q05080,-0.026486112,0.09176535,-0.011870857,-0.00720916,-0.010495652,-0.009002295,-0.015798585,0.026267808,-0.025662733,0.008527958,0.064463146,0.011228528,0.100269966,0.0050475374,-0.018598652,-0.029611796,-0.00069688255,-0.06351385,-0.037270527,0.12179499,-0.0365337,0.0024703883,0.03719992,-0.043489818,0.11749988,-0.025717169,-0.09445074,0.0146873025,-0.006649299,-0.015651895,0.0718764,0.032520697
P25233,-0.023447653,0.09829201,-0.008923404,-0.00071508536,-0.015621262,-0.010322894,-0.018322228,0.03536603,-0.025633465,0.0071786214,0.06591361,0.019762967,0.09700605,0.015421248,-0.013895469,-0.025126036,-0.009220386,-0.05874955,-0.030777147,0.11517087,-0.027834801,0.0070237364,0.0469586,-0.054100472,0.113308355,-0.026535157,-0.09855889,0.0071519557,-0.007167137,-0.01463422,0.06802945,0.027724095
O75129,-0.012921166,0.13096687,-0.0243553,-0.01074785,-0.0142306,0.012823899,-0.013888698,0.04327316,-0.010945061,-0.016259445,0.06050881,0.02007136,0.11028965,0.019540861,0.016648484,-0.022542551,-0.019239694,-0.058481336,-0.04180039,0.108725116,-0.032406967,0.0057480875,0.064374834,-0.08060767,0.11078738,-0.022366252,-0.10101223,0.013188682,-0.020095838,-0.012083605,0.071781114,0.042651683
Q9GZM8,-0.030440917,0.101997435,-0.0035481062,-0.012142542,-0.028622217,-0.015023236,-0.01706264,0.037519637,-0.025700817,0.0015191796,0.061407536,0.029372916,0.10255589,0.01675201,-0.021775432,-0.030900508,-0.011744964,-0.044977054,-0.023186704,0.11769127,-0.021955868,0.01696117,0.0437675,-0.047640864,0.10155707,-0.0335586,-0.09771064,0.012497023,0.0008482843,-0.015510223,0.06193629,0.020231448
