accession_code,ESM_128_dim_0,ESM_128_dim_1,ESM_128_dim_2,ESM_128_dim_3,ESM_128_dim_4,ESM_128_dim_5,ESM_128_dim_6,ESM_128_dim_7,ESM_128_dim_8,ESM_128_dim_9,ESM_128_dim_10,ESM_128_dim_11,ESM_128_dim_12,ESM_128_dim_13,ESM_128_dim_14,ESM_128_dim_15,ESM_128_dim_16,ESM_128_dim_17,ESM_128_dim_18,ESM_128_dim_19,ESM_128_dim_20,ESM_128_dim_21,ESM_128_dim_22,ESM_128_dim_23,ESM_128_dim_24,ESM_128_dim_25,ESM_128_dim_26,ESM_128_dim_27,ESM_128_dim_28,ESM_128_dim_29,ESM_128_dim_30,ESM_128_dim_31,ESM_128_dim_32,ESM_128_dim_33,ESM_128_dim_34,ESM_128_dim_35,ESM_128_dim_36,ESM_128_dim_37,ESM_128_dim_38,ESM_128_dim_39,ESM_128_dim_40,ESM_128_dim_41,ESM_128_dim_42,ESM_128_dim_43,ESM_128_dim_44,ESM_128_dim_45,ESM_128_dim_46,ESM_128_dim_47,ESM_128_dim_48,ESM_128_dim_49,ESM_128_dim_50,ESM_128_dim_51,ESM_128_dim_52,ESM_128_dim_53,ESM_128_dim_54,ESM_128_dim_55,ESM_128_dim_56,ESM_128_dim_57,ESM_128_dim_58,ESM_128_dim_59,ESM_128_dim_60,ESM_128_dim_61,ESM_128_dim_62,ESM_128_dim_63,ESM_128_dim_64,ESM_128_dim_65,ESM_128_dim_66,ESM_128_dim_67,ESM_128_dim_68,ESM_128_dim_69,ESM_128_dim_70,ESM_128_dim_71,ESM_128_dim_72,ESM_128_dim_73,ESM_128_dim_74,ESM_128_dim_75,ESM_128_dim_76,ESM_128_dim_77,ESM_128_dim_78,ESM_128_dim_79,ESM_128_dim_80,ESM_128_dim_81,ESM_128_dim_82,ESM_128_dim_83,ESM_128_dim_84,ESM_128_dim_85,ESM_128_dim_86,ESM_128_dim_87,ESM_128_dim_88,ESM_128_dim_89,ESM_128_dim_90,ESM_128_dim_91,ESM_128_dim_92,ESM_128_dim_93,ESM_128_dim_94,ESM_128_dim_95,ESM_128_dim_96,ESM_128_dim_97,ESM_128_dim_98,ESM_128_dim_99,ESM_128_dim_100,ESM_128_dim_101,ESM_128_dim_102,ESM_128_dim_103,ESM_128_dim_104,ESM_128_dim_105,ESM_128_dim_106,ESM_128_dim_107,ESM_128_dim_108,ESM_128_dim_109,ESM_128_dim_110,ESM_128_dim_111,ESM_128_dim_112,ESM_128_dim_113,ESM_128_dim_114,ESM_128_dim_115,ESM_128_dim_116,ESM_128_dim_117,ESM_128_dim_118,ESM_128_dim_119,ESM_128_dim_120,ESM_128_dim_121,ESM_128_dim_122,ESM_128_dim_123,ESM_128_dim_124,ESM_128_dim_125,ESM_128_dim_126,ESM_128_dim_127
A4YDT1,-0.021755386,-0.06344703,-0.12600656,0.028628629,-0.028681235,-0.042231254,0.042658336,-0.058582462,0.05353576,0.07615961,0.024252549,-0.2632645,0.13004884,0.20766817,0.090906896,-0.40170664,-0.08818265,0.11275169,0.010332763,0.201753,0.08457777,0.04949317,0.13735989,-0.098144054,-0.083236724,-0.18442313,-0.24013208,-0.042309288,0.14041513,-0.14659062,-0.03939624,0.080802135,0.045618415,-0.07383372,0.07722777,-0.20272791,-0.025313668,-0.13999939,0.05950715,-0.07576402,0.16899773,0.121116474,-0.07791023,0.16165425,0.2244024,0.16334675,0.21541704,0.11244435,-0.023404546,-0.16221365,0.149899,-0.22929946,-0.034760818,0.17977232,-0.02331961,0.14079171,-0.019488096,0.22258459,0.16611621,0.058368057,0.055513516,0.14510942,-0.056135364,0.0018370561,-0.23622659,0.1587242,0.09295897,0.08752308,-0.104095675,0.16708528,-0.009936355,0.02164007,-0.06946518,0.08309983,0.06317076,0.3386263,-0.09969905,0.21786991,0.4876132,-0.14657095,-0.04619026,-0.084857315,-0.031734463,0.02605576,0.084217906,0.21455428,0.059931576,0.28886777,-0.23670164,-0.2195045,-0.050940573,0.09187688,-0.0722465,-0.31489968,0.21563567,-0.10475221,-0.08488694,-0.012080837,0.11689158,0.027892299,-0.04057329,-0.09961742,-0.01016549,0.18088958,-0.2094803,0.32014802,0.18098456,0.026095388,0.094307326,0.25617686,0.07272046,0.050775893,-0.07032798,0.25116557,0.116310835,-0.28404266,-0.043596953,-0.10489594,0.1761597,-0.045220796,-0.009148993,0.42850745,0.12604758,-0.32350057,0.02092019,-0.018417213,-0.08301383,0.13391271
O02649,0.22184433,0.16940738,-0.2055599,-0.2785442,-0.16222955,-0.120927975,0.0793221,-0.33460608,-0.19898212,-0.35306516,-0.01245027,0.060820103,0.23450507,0.1315085,0.048927285,-0.26497337,-0.08794342,-0.07857585,0.19272543,-0.024537206,0.06318638,-0.11459224,0.12222084,-0.35805687,-0.07972889,-0.03288588,-0.22464956,0.27662534,0.2741849,0.019984663,-0.03456725,0.047641993,-0.14917634,0.12088029,0.0030625165,0.14322919,-0.057427347,-0.06839206,0.11593528,0.17630023,-0.51925963,-0.0781575,0.2357147,0.113799244,-0.04623981,-0.27274203,0.09483154,-0.059806425,0.10815916,0.11069016,0.23583266,0.047483116,-0.13680959,-0.22143319,0.04342947,-0.009836137,0.046328686,0.14485641,0.05846137,0.09950088,0.07660184,-0.12969095,-0.07143166,0.057850618,-0.009460665,-0.34954932,0.22048905,-0.14118111,-0.16379976,-0.061209403,0.18404639,0.29683778,0.027740816,-0.051177114,0.038614262,-0.047649786,-0.13389298,0.079848625,0.010101907,-0.021343164,-0.23512396,-0.076769784,-0.16638607,0.10089782,0.114803284,-0.026279926,0.097758,0.084684074,-0.20424749,-0.4280755,0.060168225,0.30721396,0.16496046,0.026367985,0.024202812,0.2753682,0.01517076,-0.008138675,-0.19452944,0.20366287,0.06881056,0.0545156,0.2186597,-0.35054636,0.020997066,0.26452035,-0.10162712,-0.06339863,-0.12909213,0.070196375,-0.053816136,-0.22963932,-0.4682161,-0.019443292,-0.064202264,0.037758365,0.042228106,0.074245945,0.32037398,0.06896907,-0.07470838,-0.21083707,0.10650359,-0.28455782,-0.107829265,0.045382436,-0.002517432,0.13325374
O88867,-0.22804958,-0.0027732588,-0.17827043,-0.23998745,0.07789481,0.089440554,0.07931757,-0.03616911,0.0114510525,-0.09740523,-0.012200519,-0.1902119,0.08777539,-0.03293963,-0.16560566,-0.14231434,-0.23241149,0.03533993,-0.08666086,0.19109018,0.14366752,-0.24584724,0.14485407,-0.114736445,-0.2012335,-0.026089303,-0.34332895,-0.10754791,0.23933116,-0.03584156,-0.026570588,0.18836837,0.21263412,-0.018926129,0.18717903,-0.08583398,-0.11505793,0.024506869,-0.13889408,-0.04005391,0.091612644,-0.08186503,0.034907762,-0.03762042,0.13812323,0.071656704,0.2725241,-0.021383516,-0.08436824,-0.20161775,0.09827094,-0.059241705,-0.07085188,-0.04110849,0.1509265,-0.031434298,-0.07671638,0.17446756,0.11696101,-0.19279411,0.087603174,0.021288238,-0.26466197,-0.21839319,-0.18943477,-0.012251362,-0.05199738,0.27281818,-0.18108773,0.037475493,0.07417332,-0.0049826056,-0.22612818,-0.043698177,0.11448308,0.06351184,-0.10510958,-0.13013755,0.23199181,0.044622324,-0.036475476,-0.055445507,-0.01256639,0.022612419,-0.20357868,0.08460841,0.044348367,0.36549547,-0.04981873,0.10497544,0.027019138,0.11250196,0.08560703,0.055828393,-0.016736886,-0.025075004,-0.09552521,0.05201326,0.021270663,-0.005165167,0.09306667,-0.34399045,0.008924261,-0.008817039,-0.08621733,0.15747666,0.14149897,0.12966783,-0.0872965,0.012153592,0.15703773,-0.00042319298,-0.012272105,-0.021664474,0.016138889,-0.1851661,-0.11946361,-0.22544439,0.0656793,0.19286336,-0.3008081,0.331484,-0.05712825,-0.062074512,0.15860605,-0.048485596,-0.20285085,0.045495376
Q8N165,-0.19117059,-0.03502365,-0.11568913,-0.030882936,0.055731338,-0.060793266,-0.07238596,0.3026754,0.2466701,0.13080454,-0.2516229,0.07832062,-0.058965355,0.014609555,-0.14206758,-0.079322495,-0.121429905,0.2669092,-0.25086993,0.022745386,-0.11747083,-0.22923742,-0.021843124,0.09658098,-0.005850408,0.29445732,0.15062252,-0.16787943,0.06558832,-0.10334858,-0.0032760352,-0.047050778,0.26199582,-0.073159814,0.16667229,-0.16224916,0.08857328,0.087244496,0.1488316,0.09842859,0.44444755,-0.016565304,-0.18338007,-0.07786675,-0.04695414,-0.0122213885,-0.062425595,0.039819848,-0.23841915,0.12368114,0.14337137,-0.010930827,-0.21389787,0.08469251,-0.08512983,-0.19720212,-0.070169136,-0.04582919,0.007197109,0.09002189,0.07601887,0.11472905,0.08689391,0.09429206,-0.08685999,0.2276625,-0.14485645,-0.34374258,-0.22202045,0.15128885,0.09163541,0.036228362,0.09833809,0.1766523,0.06659925,0.057679772,-0.19042912,0.11140025,-0.14843921,-0.124848135,-0.21806824,0.024216324,0.056536786,0.25005513,0.32274234,-0.051612545,-0.13736536,-0.027094532,0.055602662,-0.06935496,-0.2900248,-0.05841674,0.12750304,-0.038898394,0.2687882,-0.023757935,0.09150454,-0.17371158,-0.14598243,0.15210567,0.17590675,0.15855296,0.008209938,-0.01867067,0.06770004,0.25316483,0.022555446,0.1461681,-0.010177268,0.12895742,0.14875679,-0.12120259,-0.119032755,-0.049298126,0.31758875,-0.23590109,-0.063927114,0.14569375,-0.1174822,-0.06286526,-0.152682,0.08708882,-0.09044072,-0.31288493,-0.123901315,-0.014202271,0.07935682,0.08292228
Q8DNW9,-0.047341343,0.052287944,-0.15131852,0.065817,-0.08587069,-0.0121518,-0.008438282,-0.07679369,-0.30412754,-0.15550695,0.0013347492,-0.11037706,0.07750109,-0.029011108,0.049223594,-0.065026924,-0.15630887,-0.038173344,-0.02136705,0.047866285,-0.0011066087,0.04445993,-0.08412855,0.1372195,-0.1946894,-0.19542085,-0.06509803,0.24338269,0.08448458,0.019391082,0.049275845,-0.06395946,-0.09669253,-0.023311673,0.08993073,0.034065727,-0.10405725,-0.3057515,0.21125221,0.21866888,-0.1945023,0.030132998,0.099139124,0.28847054,0.032608464,0.042535547,0.2952541,-0.2076959,0.19495824,-0.03043072,0.35556433,-0.263424,-0.13551596,0.024167296,0.03418995,-0.08276447,-0.112510115,-0.0072925407,0.19773579,0.11068587,0.29114535,-0.03319305,0.032666937,-0.09878574,-0.39168108,-0.43138653,0.049039356,-0.17325613,-0.11131488,-0.055453714,0.15376982,0.1901656,-0.27234802,-0.14176112,0.011282121,-0.03958582,-0.14831524,0.14045823,0.37409848,0.0036557093,0.020751685,-0.10580058,-0.0018136231,-0.13818891,-0.038078003,-0.08082949,0.13901068,0.2343816,-0.16407272,-0.29524574,-0.008630576,0.44305992,0.12524396,-0.10532744,0.15142064,0.20181222,-0.15361118,0.15537912,-0.04436511,0.07399115,-0.15978682,-0.07413143,0.21481827,-0.50917476,-0.10677223,-0.046002038,0.23321678,-0.09863179,0.04770095,0.09860237,-0.18779114,-0.26511103,-0.17936952,0.0046036094,0.24695049,0.06438567,0.03432918,-0.0607477,-0.0013347827,0.030977149,0.003496617,-0.1684112,0.14773354,-0.08674004,0.058709517,0.33715588,-0.19300279,0.057283543
P9WK17,0.12976992,0.162744,0.034827758,0.019795857,-0.13082731,-0.17012694,-0.13977094,0.027431123,0.053155184,-0.14810403,0.046310805,-0.219514,0.20923743,0.010609595,-0.110627584,-0.051241517,-0.12605724,-0.002469495,-0.030786235,0.16629615,0.14777888,-0.037314788,-0.12300103,-0.017299205,-0.1071264,-0.19682018,0.025733903,0.37275985,0.3570551,-0.24381697,0.20198408,-0.011876925,-0.26399344,-0.062135264,0.0064625964,-0.024975438,-0.22560148,-0.25620914,0.24104744,0.16700986,-0.59970826,-0.00025127456,-0.020104602,0.15684389,0.15303947,-0.18864341,-0.0146194585,-0.06832531,0.28437692,-0.028449154,0.122759975,-0.103847034,-0.21053752,-0.09076883,0.19669458,-0.27219597,-0.13204283,0.114354745,0.05023173,0.09406701,0.13622075,0.22480676,-0.28650206,0.09025352,-0.08939364,-0.32272464,-0.09364017,-0.3214516,0.075984135,-0.17884983,0.17868733,0.09570253,0.35336408,0.16126174,-0.021071453,-0.05898924,0.10131917,0.27075085,0.23917048,0.031369872,0.052990362,-0.23725688,-0.023415267,-0.10544407,0.13010663,-0.4572552,0.120774075,0.099162966,-0.26205,-0.20548972,0.16441108,0.3969022,0.23930609,0.16664796,0.075036764,0.34888268,-0.13542059,0.20831981,-0.08773558,0.022305489,-0.19353825,-0.11956765,-0.0513148,-0.43986663,0.044435363,0.017195731,-0.10091681,-0.07930589,0.11039273,-0.024191946,-0.08798057,-0.12695754,-0.2390582,0.08135375,0.24405266,-0.093567714,-0.029991485,0.038088903,0.3638035,0.20627263,-0.21442223,0.029883124,0.046909682,-0.14849931,-0.18392904,0.070897534,-0.1827417,0.28762174
P00684,0.11527455,-0.005997058,0.02799185,-0.16554396,0.044178177,0.05740605,-0.054499663,0.06367245,0.306239,-0.2987016,0.054929957,-0.23808366,0.36039633,-0.12259585,-0.28715795,0.05020625,0.0510139,0.12110852,-0.035622723,0.06724039,-0.004030112,0.23356803,-0.082278445,0.097021,-0.013376854,-0.06267608,0.061997134,0.3448881,0.12610841,-0.06270273,0.03836588,-0.16649579,0.17200734,-0.13724522,-0.017978571,-0.042781893,-0.059436038,0.020897219,0.02901886,0.3677068,-0.18547362,-0.10672952,-0.21150011,0.08468118,-0.22970366,-0.21201202,0.031390484,0.23847982,-0.029853873,-0.2097684,0.5169782,-0.02882634,-0.1453705,-0.15413222,-0.058187418,-0.5063219,-0.04860474,0.096719176,-0.35851476,-0.15326136,-0.03428055,-0.085631005,-0.27546227,-0.025236484,0.16275933,0.0691167,-0.17323864,0.081346,-0.0017757416,-0.18705331,-0.22557673,-0.072243676,-0.11089172,0.162633,0.03464614,-0.050942913,0.067798875,-0.250478,-0.6304263,-0.02980756,0.033968814,0.18147409,-0.018557847,0.04024248,0.24308658,-0.08541851,-0.005248146,-0.36931023,0.065832175,0.08618715,0.042992268,0.013386615,-0.059235476,0.1619366,0.010041611,0.025907166,-0.13987106,0.08359335,0.08247003,-0.218343,0.01897616,0.058056295,-0.028018028,-0.44012737,0.16582985,0.15590289,0.18940951,0.08217824,0.18384224,0.08534154,0.0027029105,-0.29526883,-0.17847958,-0.07756609,0.17072691,0.08981931,-0.039009374,-0.18811135,0.021251233,-0.15074657,-0.25952336,0.0633861,-0.0040159374,0.067354225,-0.19260028,-0.0432992,0.25583503,0.15589128
P55853,-0.04651196,-0.0895869,-0.006161511,-0.07642311,-0.064078994,-0.2747699,-0.021681827,0.34020558,0.038438097,0.18810125,0.06860474,-0.33224574,0.2642753,0.03342562,-0.16618323,-0.11780263,0.00547494,0.08721262,-0.16309798,0.216595,-0.26339212,0.0267355,0.11921122,0.061350793,0.06421699,0.11708327,0.25849253,0.14600463,-0.03268464,0.0015856922,-0.09063041,-0.025626324,-0.06075225,0.047245774,0.08224735,0.06831305,0.11876707,0.042489655,0.15079904,0.17100865,-0.16830096,0.035973728,-0.35519126,0.35842097,-0.030277565,-0.2686721,0.08653639,0.18855979,-0.007102181,0.036728162,0.4518194,-0.15470923,0.07113872,-0.1422523,0.2236917,-0.34126517,0.007683046,-0.05554039,-0.032944437,-0.13106818,-0.02291528,-0.340245,0.14780918,-0.17507486,-0.010412324,-0.09723715,-0.0143196955,-0.32810724,-0.18430878,-0.03652031,-0.088357665,0.043342035,-0.02520555,0.13874799,0.116661176,-0.08772964,0.1995092,0.13457981,-0.13027461,-0.21328405,0.0048274323,0.18922064,0.19375557,0.13307862,0.33170104,-0.24686775,0.05803053,-0.20559953,0.14434741,-0.06820646,0.1869242,0.010663383,-0.08264736,0.10262716,0.08208849,0.017029501,-0.44785944,0.33244297,-0.07973796,-0.2619657,0.12914482,0.04632333,0.05210565,-0.307829,0.00657421,0.050724067,0.19842364,0.069207355,-0.031713884,-0.13169548,0.16340931,-0.30189285,-0.12762557,-0.048922148,0.30838495,-0.058795925,0.09323855,-0.22201023,0.05435023,-0.16024767,0.20407137,0.061714347,-0.1533086,-0.1299234,0.1490246,0.052661236,0.43657106,0.1456028
P51668,-0.050138094,0.052935522,0.04145572,0.03785036,0.19072504,0.07220136,-0.19308996,0.19820048,0.15728758,-0.19667299,0.0047151297,-0.31337342,0.2212343,-0.23887886,-0.3162459,0.089938164,-0.1839284,0.20663235,-0.052814312,0.082962215,-0.13003154,0.06293636,0.10863307,0.013987847,-0.025478093,-0.017039143,0.1045841,0.13059635,-0.092817195,-0.12711821,0.016811922,-0.057056475,0.010686537,-0.18804665,0.07078785,-0.12925743,-0.049018614,0.14575708,0.02680777,0.22529522,-0.17671227,-0.17446724,-0.034109756,0.3795383,-0.076238975,-0.1801577,0.18179302,0.01666497,-0.0814403,-0.018378947,0.40197274,-0.0341819,-0.19298457,0.087595195,-0.0021835193,-0.58101046,-0.063982174,-0.010001866,-0.3492095,-0.19206958,-0.009705827,-0.08688635,-0.21652782,-0.21846116,0.016811851,-0.08583212,-0.073328994,-0.16808608,-0.07109989,-0.03771581,0.034374617,0.12330113,0.07534599,0.07182196,0.057386022,-0.07475252,0.005419288,-0.10562826,-0.3351608,0.00925795,-0.09024897,0.029144783,0.16215011,-0.274781,0.16637152,-0.32111287,0.02987868,-0.25651535,0.18369937,0.021973036,0.025120785,-0.011660926,0.0030244067,0.26765388,0.20622805,-0.07309787,-0.34008506,0.11534035,0.16249523,-0.05385667,0.098337255,-0.10803905,0.05843298,-0.41819596,-0.02348124,0.025055978,0.21250932,0.051906258,0.1041745,0.025839027,0.19532934,-0.21390823,-0.060856912,-0.1128158,0.29109773,-0.076203614,-0.024362732,-0.058865998,0.035398323,0.09878805,-0.059986837,0.046598498,0.043656815,0.09565909,-0.057954222,-0.22534804,0.098688535,0.019579351
P06881,0.18032457,0.048500936,-0.00581355,-0.12637834,0.056496892,0.16420127,-0.049181603,0.122225784,0.030716704,-0.32798734,0.038713083,-0.08794362,0.39476293,-0.13431881,-0.17379488,0.10557224,-0.06051168,-0.049201127,-0.14520663,-0.101477265,-0.071695544,-0.024156198,-0.03224068,0.15971413,0.030439317,0.05099021,-0.008997757,0.34167686,0.14201182,-0.011206403,0.099586956,-0.013168517,0.00027466752,-0.09233907,0.013040833,0.027320225,0.0071048588,0.2710946,0.23486614,0.28428125,-0.5718206,-0.12919787,-0.07026835,0.3383641,0.047768947,-0.3306569,-0.08110125,0.05363453,0.22298941,-0.15780382,0.36645663,-0.12873265,-0.02823209,-0.15155604,-0.014539406,-0.4183064,0.15327716,-0.23786338,-0.27913958,0.008388676,0.09891885,-0.25637367,-0.19593674,-0.07912903,0.21251816,-0.041605394,-0.1961456,0.017590843,-0.018446531,-0.2214454,-0.17537773,0.13565329,-0.070459545,-0.27690345,0.15919107,0.2424449,-0.009237273,-0.03788863,-0.32009166,0.033981644,-0.09321432,0.07695194,0.010626257,0.044940244,0.19069996,-0.11194402,-0.033690132,-0.35431018,-0.082177565,0.038044773,-0.07431813,0.07642582,0.027849846,0.13749404,-0.067295045,-0.018840477,-0.28712195,0.055958647,-0.0042863116,0.038687855,0.08902716,0.1023885,0.15508804,-0.43006554,0.16809937,0.14973125,0.2106554,-0.028859025,0.035057396,0.029745813,-0.013579097,-0.10497697,-0.1765368,-0.050811347,0.025056079,0.16901153,-0.07841464,-0.13821973,-0.10148537,-0.09749672,0.025027208,0.12779044,0.07333474,-0.10225661,0.053225033,0.11821249,0.26619226,-0.023772247
P12645,0.053478166,-0.042328145,-0.18445453,-0.025373377,-0.0757585,0.07648854,0.05813323,-0.11098553,-0.07596726,-0.5059572,0.11482571,-0.03545905,0.26740444,-0.12977149,-0.065631494,-0.03462367,0.074212655,-0.056536805,0.06796788,0.17657581,0.08061938,0.13395162,-0.1982713,0.20628707,-0.1505425,-0.15199274,-0.09769057,0.42297444,0.034563288,-0.092309356,-0.009549856,0.058585517,-0.006450802,0.0004195869,-0.04695382,-0.010741528,-0.14236653,0.026613845,0.110515796,0.18364254,-0.4111751,1.2796372e-05,0.033001225,0.06511296,-0.030905358,0.017557899,-0.020519506,-0.052407645,0.11378173,-0.13718002,0.23920384,-0.0530674,-0.30352792,-0.10089272,-0.17354757,-0.4187985,-0.10820459,0.021856759,0.00033635553,-0.1569216,0.18371925,0.11818364,-0.5103542,0.11197898,-0.15973145,-0.15671714,-0.076891534,0.04884973,-0.07904847,-0.15280524,0.039567847,0.15542783,-0.03580328,0.18773134,-0.08858496,0.048323527,-0.00031454768,-0.28787538,-0.14511068,0.06503294,0.14486343,0.0817018,-0.075157575,0.117696114,0.08548553,-0.20017225,-0.075483285,0.2342575,-0.20307703,0.11582626,-0.15953861,0.2584764,0.0033690631,-0.031987034,0.20471978,0.046370994,0.047230802,-0.036743373,0.03199749,0.13302429,0.030702252,-0.089032106,0.07614417,-0.43197542,-0.100090966,0.15246968,0.24675818,-0.0016483348,0.08852538,0.020099197,-0.20503776,-0.29605123,-0.306688,-0.11043379,0.16982171,0.015093166,-0.24502271,-0.0029077926,0.030442443,0.07545434,-0.09398053,-0.103353575,0.20276341,0.11407317,-0.11657157,0.12652771,-0.2715454,0.026395578
P16297,-0.23636964,-0.015621755,-0.38766316,-0.026446652,-0.09119207,-0.15288739,0.22557437,-0.24789695,-0.06576761,-0.43520814,0.019103743,0.1841762,-0.1346346,-0.26090494,0.04975792,0.058791697,0.2819922,-0.14282903,-0.017753072,0.16633126,0.15741758,0.25899935,-0.331421,0.28421474,0.13239908,0.10983572,-0.19381912,0.3937549,-0.051882416,-0.19332376,-0.018657751,0.033879403,-0.13532132,0.04611874,0.0047665313,-0.005378302,-0.13230711,-0.09444717,0.029060319,0.29946008,-0.24204183,0.05489881,-0.23756768,-0.108401135,-0.007285759,0.4471972,0.15881172,-0.044606477,-0.07891431,-0.07896191,0.060971797,-0.07475737,-0.3532582,-0.16453356,-0.57653,-0.6206223,-0.039655164,0.1086072,0.16289385,0.006994862,0.11507114,0.30071124,-0.73081,-0.056648877,-0.30729917,-0.07515845,0.08853183,0.3175346,0.19060604,-0.17385824,0.04864098,0.055757266,0.044041954,0.15615596,-0.16091458,0.06989781,0.08324036,-0.1738801,-0.040163636,-0.0764041,0.019704677,-0.10924101,0.17899305,0.22554909,-0.099540226,-0.28067812,-0.05007391,0.25347492,-0.33978015,0.18621457,-0.26912573,0.26864254,-0.2512656,-0.19427522,0.14152266,0.043569826,0.3318153,-0.114506215,0.07927121,0.040653184,0.14033116,-0.19046865,0.04056122,-0.3547761,-0.11172049,0.08299331,0.26023027,0.033060312,0.02289499,-0.015090191,-0.05564161,-0.31982848,-0.22776198,-0.07036254,0.12086583,0.080878586,-0.25798926,0.17737308,-0.009979077,-0.059015524,-0.07322488,-0.13531533,0.13303638,0.11118394,-0.12039947,0.16095708,-0.23952663,0.030092932
O75897,-0.13916972,-0.19069628,-0.016603375,0.006617761,0.17338285,-0.15170497,-0.029063404,0.105541736,0.039986417,0.17473464,0.20792139,-0.37495562,-0.02999743,-0.04221276,-0.14707316,0.15606503,-0.2594834,0.2348424,-0.26129764,0.21420005,-0.32081363,0.057572052,-0.13676497,0.14851747,-0.050909936,-0.0022861827,-0.06290774,-0.015165787,0.21066639,0.15895686,0.17923518,-0.0843091,0.16490267,-0.36978987,0.19371444,-0.058219142,0.017293498,0.26368684,0.18994534,0.008672796,0.21999031,0.13850495,-0.08876373,0.13443163,-0.25943068,-0.053447522,0.022441518,0.32364902,0.057612985,0.048573375,0.30930793,0.24949245,0.06860088,0.17752397,0.101902686,-0.18367216,0.012468677,0.030196296,0.13740264,-0.11707467,-0.093917854,-0.5615356,0.033529043,-0.17704807,-0.13598976,-0.034623012,-0.013558589,-0.1515972,0.13431801,0.10578807,-0.21312737,0.21436298,-0.2760715,-0.17458767,0.2191634,-0.272683,-0.030531991,-0.09747226,-0.07471068,-0.20948613,-0.22770596,0.04076173,0.13743365,-0.07087863,-0.13135758,0.033697248,0.10740885,0.11171427,0.1426267,-0.24496895,-0.017710248,0.21192566,0.10974397,-0.007364273,0.047501054,0.1537663,-0.22499302,-0.022811256,-0.023958838,-0.31927526,0.0739747,-0.18319048,-0.044286862,-0.25063482,-0.034105927,0.19649121,-0.041993022,-0.034866072,0.15366346,0.10522768,0.22367556,-0.043760143,0.016696028,-0.115745515,0.28685522,-0.028587956,0.20372936,-0.13129519,0.23472583,0.14094427,-0.3384525,0.066693075,-0.009636961,-0.0186968,0.09856086,-0.11153865,-0.040279455,0.07191149
O60729,-0.018050749,0.11428821,-0.10166296,0.022474572,0.08687408,0.016570222,0.031710535,0.042469885,-0.12957172,-0.2863587,0.027828634,-0.2510716,0.03509135,0.013847848,-0.18854582,-0.10841829,-0.08430298,-0.22699362,-0.17868194,0.34936547,0.0011684671,-0.23091798,0.01663179,0.17957583,-0.2011506,-0.04192803,-0.15446599,0.11048892,0.15281937,-0.07102871,0.07325933,0.19753139,0.037272736,0.071083724,0.014081426,0.11669594,0.039600566,0.09675502,0.15132105,0.09402539,-0.26874018,-0.076531425,0.13962029,0.08625756,0.007038191,0.13584588,-0.19000064,-0.05856712,0.3004166,0.07971157,0.20219871,-0.0036850367,-0.15269142,0.04052673,0.13141987,-0.18895075,0.015558008,0.13177283,0.005224849,-0.1137737,0.039932676,0.10515872,-0.46341765,0.17738865,-0.1654352,-0.09352581,-0.04163877,-0.1727773,-0.06633748,-0.014876537,0.23945218,-0.021051006,-0.017164173,0.010721896,0.12331249,0.025388442,-0.023182772,-0.09416507,0.23762527,-0.06405794,-0.004317209,0.045457184,0.07883814,0.10045629,0.07286138,-0.08747741,-0.05518256,0.15714367,-0.027006146,0.10510538,-0.0140464585,0.08670121,0.054223955,-0.039995387,-0.043147832,0.16364823,0.089312606,-0.1722057,-0.03532549,0.036350965,0.10362186,-0.04581131,0.031264573,-0.3119903,0.021497566,0.25952002,0.055656947,0.040981464,-0.12979893,-0.06654993,-0.027066458,-0.083036855,-0.009699225,-0.057186037,0.15429172,-0.07449795,-0.07777205,0.041399054,0.07938044,0.18941778,-0.16483587,0.07904358,0.027551845,0.059928805,-0.14804517,0.012217533,-0.18056163,0.10558756
